kind,source,external_id,title,company,vertical,adobe_tools,budget,salary,location,posted_at,url,description
task,freelancer,40490975,Mise en page KDP complète,,"Music, Film, Publishing & Media",InDesign,$30–$250 CAD,,Remote,2026-06-04,https://www.freelancer.com/projects/book-design/Mise-page-KDP-compl,"Je viens de terminer un manuscrit d’un peu moins de 100 pages qui mêle texte et illustrations, et je souhaite maintenant le préparer pour une publication fluide sur Kindle Direct Publishing. J’ai besoin d’un(e) spécialiste capable de livrer une version parfaite pour le livre broché ainsi qu’une version optimisée pour Kindle.

Concrètement, j’attends :  
• un PDF intérieur prêt à l’impression, respectant les gabarits KDP (fonds perdus, marges, paginations cohérentes avec mes images et légendes) ;  
• un fichier EPUB ou KPF validé par le Kindle Previewer, avec navigation cliquable, images ancrées et mise en forme qui reste élégante quel que soit l’écran ;  
• un gabarit de couverture décliné pour le format papier et la version numérique, prêt à être téléversé sans avertissement d’erreur.

Votre travail sera considéré comme terminé lorsque les deux fichiers passeront sans avertissement l’outil de prévisualisation KDP et que la cohérence visuelle texte-images sera intacte. Si vous maîtrisez InDesign, Affinity Publisher ou Vellum, faites-m’en part : cela m’aidera à suivre le projet plus facilement."
task,freelancer,40487838,60-Second Mixed Ad Video,,"Music, Film, Publishing & Media",After Effects; Premiere Pro; Animate,$10–$30 AUD,,Remote,2026-06-03,https://www.freelancer.com/projects/adobe-premiere-pro/Second-Mixed-Video,"I need a polished, under-60-second video that I can run as paid ads on both YouTube and Instagram. The goal is simple: drive viewers to take action and generate real sales or leads for my website.

Here’s what I’m after:
• A mixed format, blending live-action clips with tasteful animated elements or motion graphics to keep the spot dynamic.  
• A clear call-to-action that ends with “Visit our website.”  
• Versions optimised for both YouTube (16:9, 1080p) and Instagram/Reels (9:16, 1080x1920).  
• Clean, professional editing in Premiere Pro / After Effects (or a comparable tool) with royalty-free music and SFX already licensed.  
• Final files delivered in MP4 plus the editable project files in case we need future tweaks.

Acceptance criteria
• Length: 60 seconds max, no exceptions.  
• CTA visible or spoken in the last 5 seconds.  
• All footage, graphics, and audio cleared for commercial use.  
• Smooth transitions; no abrupt cuts or audio pops.

If you can craft an engaging mix of footage and animation that moves viewers to click through to my site, let’s talk and get started right away."
task,freelancer,40479340,Engaging Nepali Bag Reel Edit,,"Music, Film, Publishing & Media",After Effects; Premiere Pro; InDesign,₹600–₹999 INR,,Remote,2026-05-30,https://www.freelancer.com/projects/voice-over/Engaging-Nepali-Bag-Reel-Edit,"I run a bag store and already have several raw clips of my products in action. I now need those shots turned into a single, highly engaging reel that will sit perfectly on social channels.  

Here is what matters most to me:  
• The reel’s core purpose is a clean, punchy product showcase.  
• Voiceover must be in Nepali, delivered with an energetic vibe that instantly hooks viewers.  
• Layer upbeat background music beneath the narration so the final mix feels lively but never overpowers the voice.  
• Smooth, modern edits—think quick cuts, light motion graphics or text where it helps, and color tweaks that make the bags pop.  

Deliverables  
1. One vertical reel (1080×1920) in MP4, optimized for Instagram & Facebook.  
2. Separate audio master (voice + music) in WAV or high-quality MP3.  
3. A short caption suggestion that matches the reel’s energy (optional but appreciated).  

I’ll share the raw clips via Google Drive as soon as we start. Please return the final reel ready to post, with no watermarks, and give me a quick rundown of the steps you took so I can request tweaks if needed."
task,freelancer,40490850,AI Live-Action Video Ads,,"Music, Film, Publishing & Media",After Effects,₹12500–₹37500 INR,,Remote,2026-06-04,https://www.freelancer.com/projects/ai-video/Live-Action-Video-Ads,"I’m looking for a freelancer who can harness generative-AI tools to create short, live-action video ads that elevate my product’s brand awareness. The final spot should feel authentic and human-shot even though it is produced with AI assistance, blending realistic footage, professional voice-over and concise on-screen text into a compelling, scroll-stopping story.

Key points
• Format: live-action look (no animation), 15–30 seconds.
• Goal: pure brand awareness, so the creative must be memorable, uplifting and easy to recognise.
• Output: ready-to-publish MP4 (1080p) plus project files.

I’ll provide product details and any existing brand assets once we begin. You’ll handle concept, script, AI video generation, editing and basic sound design, then deliver the finished ad along with a version that has open captions for silent autoplay.

If this is within your skill set, please share samples of similar AI-driven live-action work and outline your production workflow so I can see how you achieve a natural, cinematic result using tools such as Runway, Synthesia, D-ID or comparable platforms."
task,freelancer,40489424,Fun YouTube Podcast Editing,,"Music, Film, Publishing & Media",After Effects; Premiere Pro,$10–$30 USD,,Remote,2026-06-03,https://www.freelancer.com/projects/adobe-premiere-pro/Fun-YouTube-Podcast-Editing,"I have raw footage from my latest YouTube podcast and I want it shaped into an engaging episode that flows smoothly from start to finish. The job is straightforward: trim unwanted pauses or stumbles, add clean transitions between segments, and weave in light-hearted graphics or effects that match a casual, fun vibe rather than a stiff corporate look. 

Please incorporate my existing logo whenever it naturally fits—typically in the intro, a lower-third, or the end screen—so the branding feels consistent without overpowering the content. 

Deliverables should include:  
• A fully edited 1080p (or higher, if the source allows) video ready for upload to YouTube.  
• The project file (Premiere Pro, Final Cut, or DaVinci Resolve—whichever you use) so I can make minor tweaks later if needed.  
• Any custom graphic assets you create, delivered separately in PNG/transparent or vector format.

Smooth audio levels and synced visuals are a must, but no elaborate sound design is required beyond ensuring voices are clear and balanced. If this sounds like your kind of creative edit, let’s get started!"
task,freelancer,40483178,Daily Promotional Video Editing,,"Music, Film, Publishing & Media",After Effects; Premiere Pro,₹600–₹1500 INR,,Remote,2026-06-01,https://www.freelancer.com/projects/adobe-premiere-pro/Daily-Promotional-Video-Editing,"Fresh promotional footage lands on my desk every day, and I need it shaped into an engaging, public-facing video within 24 hours of delivery. Your main tasks are straightforward:

• Trim and sequence the raw clips into a clear, dynamic story  
• Blend in background music that suits the message (I can supply tracks or you can source royalty-free options)  
• Sync and balance the provided voice-over so it sits cleanly in the mix  
• Export a polished 1080p (or higher) MP4 plus the editable project file

The style should feel lively and accessible to the general public—nothing overly corporate or niche. Smooth transitions, tasteful color correction, and the occasional caption or lower-third are welcome if they help keep viewers’ attention, but the core priority is quick, consistent turnaround and audio-visual polish that makes each spot ready to post the same day it’s filmed.

Raw clips and voice-over arrive via shared drive each afternoon; simply drop the finished files back in the folder and let me know they’re done. If this daily rhythm fits your workflow, I’m ready to start right away."
task,freelancer,40490240,Engaging Facebook Ads & Product Copy,,"Music, Film, Publishing & Media",InDesign; Illustrator,$750–$1500 USD,,Remote,2026-06-04,https://www.freelancer.com/projects/facebook-ads/Engaging-Facebook-Ads-Product-Copy,"I’m looking for a seasoned copywriter who can craft persuasive Facebook ad copy and concise product descriptions that speak directly to 18- to 35-year-olds. Each month I need around ten fresh pieces—some will be short-form ads designed to stop a scrolling thumb, others will be slightly longer product blurbs that convert casual browsers into buyers.  

Great marketing instincts, a solid grasp of sales psychology, and faultless grammar are non-negotiable. I value lively language, clear structure, and a confident tone that nudges readers toward action without sounding pushy.  

Here’s how I see the collaboration working:  

• Volume: roughly ten ads/descriptions every month  
• Purpose: drive traffic and sales while growing brand affinity  
• Quality bar: error-free, on-brand, and ready to publish—no rewrites on my end  
• Budget: typically $50–$100 per batch, paid promptly once copy is approved  

If you have a knack for marrying creativity with commercial goals and can share a few samples that show real-world results, I’d love to review your work and discuss timelines for the first set."
task,freelancer,40493249,Instagram Reels Video Editing,,"Music, Film, Publishing & Media",After Effects; Premiere Pro; Animate,$250–$750 USD,,Remote,2026-06-05,https://www.freelancer.com/projects/adobe-premiere-pro/Instagram-Reels-Video-Editing-40493249,"I’m looking for a skilled editor who can turn my raw clips into polished, thumb-stopping Instagram Reels. The goal is to create short, vertical videos that fit the latest Reels style—fast-paced cuts, on-beat transitions, eye-catching captions, and subtle motion graphics that keep viewers watching to the end and swiping for more.

Here’s how I imagine the workflow:
• I send you the footage, a rough idea of the story, and any brand assets (logo, colours, fonts).  
• You handle the editing in Premiere Pro, Final Cut, or any comparable software you prefer, add music and SFX that are cleared for Instagram, apply colour correction, animate text, and export in 1080×1920 MP4.  
• You share a draft for feedback, we do one or two quick revisions, and then you deliver the final video along with the editable project file.

Final deliverables:
• 1 fully edited Reel (15–60 seconds) in vertical 1080×1920 MP4  
• Source project file with all assets linked

If that sounds straightforward, let me know your turnaround time and any examples of Reels you’ve cut recently, and we can get started right away."
task,freelancer,40488489,Video & Subtitle Editor Needed,,"Music, Film, Publishing & Media",Premiere Pro,₹12500–₹37500 INR,,Remote,2026-06-03,https://www.freelancer.com/projects/adobe-premiere-pro/Video-Subtitle-Editor-Needed,"looking for detail-oriented and enthusiastic individuals to join our team as a
Video & Subtitle Editor at our Doordarshan Bengaluru office (Work from Office). This position
is ideal for freshers or candidates with up to 1 year of experience who are eager to build their
skills in video editing and subtitle creation. The role involves creating accurate subtitles and
performing basic editing tasks while maintaining high-quality standards.

A good fit includes:
● Basic video editing skills & knowledge of Adobe Premiere Pro
● Good command of Kannada (reading, writing, and grammar)
● Strong attention to detail, especially in subtitle timing and synchronization accuracy
● Bachelor’s degree in Mass Communication, Media Studies, Film Production,
Journalism, Kannada, English, or any related field.

Key Responsibilities
● Create and accurately sync subtitles with video content
● Perform basic video editing tasks using Adobe Premiere Pro
● Ensure accuracy, consistency, and overall quality of video and subtitle content
● Review and proofread subtitles for language, grammar, and timing precision"
task,freelancer,40479825,Realistic Modern Day 3D Animation,,"Music, Film, Publishing & Media",After Effects,₹600–₹1500 INR,,Remote,2026-05-30,https://www.freelancer.com/projects/blender/Realistic-Modern-Day-Animation,"I’m creating an entertainment piece that relies on believable, modern-day 3D visuals, and I need an animator who can bring this world to life with a realistic touch. The final sequence will be woven directly into my existing footage, so matching real-world scale, lighting, and movement is critical.

Here’s what I’m after:
• A finished animation rendered in 4K (or the highest native resolution you work in) that drops seamlessly into a contemporary setting.  
• All project files—scenes, textures, rigs, and any custom shaders—so I can revisit or tweak shots later.  
• A short playblast or proof pass early on so we’re aligned before full render.  

Preferred tools are Maya, Blender, or Cinema 4D with a physically based renderer such as Arnold, Cycles, or Redshift, but I’m flexible if you achieve the same photoreal standard elsewhere. Please include a link to at least one previous entertainment project that shows your skill with realistic characters, props, or environments in a present-day context.

Once I review your reel, we can lock down exact shot length, file formats, and timeline."
task,freelancer,40487865,Dynamic Promo Video for YouTube and Instagram,,"Music, Film, Publishing & Media",After Effects; Premiere Pro; Animate,₹600–₹1500 INR,,Remote,2026-06-03,https://www.freelancer.com/projects/motion-graphics/Dynamic-Promo-Video-for-YouTube,"I need a polished, under-60-second video that I can run as paid ads on both YouTube and Instagram. The goal is simple: drive viewers to take action and generate real sales or leads for my website.

Here's what I'm after:

• A mixed format, blending live-action clips with tasteful animated elements or motion graphics to keep the spot dynamic.

• A clear call-to-action that ends with ""Visit our website.""

• Versions optimised for both YouTube (16:9, 1080p) and Instagram/Reels (9:16, 1080x1920).

•Clean, professional editing in Premiere Pro / After Effects (or a comparable tool) with royalty-free music and SFX already licensed.

Final files delivered in MP4 plus the editable project files in case we need future tweaks.

Acceptance criteria

• Length: 60 seconds max, no exceptions.

• CTA visible or spoken in the last 5 seconds.

• All footage, graphics, and audio cleared for commercial use.

Smooth transitions; no abrupt cuts or audio pops.

If you can craft an engaging mix of footage and animation that moves viewers to click through to my site, let's talk and get started right away."
task,freelancer,40485533,Entry-Level Instagram Engagement Marketer,,"Music, Film, Publishing & Media",Premiere Pro; InDesign,₹1500–₹12500 INR,,Remote,2026-06-02,https://www.freelancer.com/projects/social-media-marketing/Entry-Level-Instagram-Engagement,"I’m launching a small-scale push to make my Instagram feed livelier and more conversational, and I’d like an enthusiastic beginner to take the reins. My main metric is engagement—comments, saves, shares, the little signals that show people are genuinely interacting with each post.  

Most of your focus will be on Instagram, but I’d love you to sprinkle in basic Google and SEO awareness so captions and hashtags help surface the profile in search. The visual style leans toward static images and simple graphics rather than video or live sessions, so a good eye for layout and a knack for Canva, Adobe Express, or similar tools will go a long way.

Because this is a low-budget experiment, I’m after someone who can plan, design, and publish a modest but consistent posting schedule, learn quickly from the analytics, and adjust in real time to keep engagement climbing. If you’re eager to build your portfolio and ready to grow an account through creative visuals and smart hashtag strategy, I’d love to hear how you’d approach it and what results you’ve managed on projects of a similar scale."
task,freelancer,40492658,120-Second Cinematic Edits,,"Music, Film, Publishing & Media",After Effects; Premiere Pro,₹12500–₹37500 INR,,Remote,2026-06-05,https://www.freelancer.com/projects/adobe-premiere-pro/Second-Cinematic-Edits,"Every day I need one 120-second video that feels like a mini-movie: dramatic pacing, rich color, and—above all—striking cinematic motion graphics. I’ll send you a short brief or script each morning; from there you will source royalty-free or stock footage, bring it into Adobe Premiere Pro for the rough cut, and layer your After Effects wizardry on top. Smooth transitions, clean subtitles, tasteful VFX, and a polished audio bed should all flow naturally from the motion-graphic style you establish.

Turnaround is 24 hours from receiving the brief to final delivery. Each submission should include:
• A rendered 1080p (or higher) MP4 suitable for social platforms  
• The original Premiere Pro and After Effects project files, neatly organized  
• Any third-party assets or links used so licensing is clear  

Consistency and reliability are critical; I’m building an ongoing daily schedule and need someone who can keep pace without sacrificing quality. If you thrive on fast iteration, live inside the Adobe suite, and love turning raw ideas into cinematic micro-stories, let’s get started."
task,freelancer,40490847,Futuristic Gaming Logo & Banners,,"Music, Film, Publishing & Media",Photoshop,₹100–₹400 INR /hr,,Remote,2026-06-04,https://www.freelancer.com/projects/branding/Futuristic-Gaming-Logo-Banners,"I need a striking visual identity for my new gaming website. The logo should feel futuristic and tech-savvy, built around a clear game-controller motif, with neon blue and black as the dominant palette. Alongside the logo, I also require 2–3 matching graphics or hero banners that carry the same look and energy across the site and my social channels.

Here’s what I expect:  
• A custom-designed logo delivered in AI, PSD, and SVG (plus transparent PNG).  
• 2–3 high-resolution banners sized for web and social media.  
• Consistent use of the chosen colors and overall gaming aesthetic.  
• Unlimited revisions until I sign off on the final set.

Show me your portfolio—especially any gaming or esports branding you’ve handled—so I can see how your style fits this project. Let me know your estimated turnaround time and your proposed fee so we can lock in a timeline that works for both of us.

Strong communication, creativity, and respect for deadlines are essential. If that sounds like a match, I’m excited to see what you can create to make the site stand out to gamers everywhere."
task,freelancer,40481342,Clean YouTube Editor Needed -- 2,,"Music, Film, Publishing & Media",After Effects; Premiere Pro,₹600–₹1500 INR,,Remote,2026-05-31,https://www.freelancer.com/projects/adobe-premiere-pro/Clean-YouTube-Editor-Needed-40481342,"I run a YouTube channel and have footage ready to go—I just need a skilled editor to transform it into a polished final product. The style I’m after is clean and professional rather than flashy or overly cinematic. Think crisp cuts, consistent color, balanced audio, and smooth pacing that keeps viewers engaged without distractions.

Key elements I want baked in:
• Text overlays for lower-thirds, call-outs, and quick clarifications.
• Background music that sits comfortably under the dialogue and enhances the flow.
• Purposeful transitions that feel natural and support the narrative rather than draw attention to themselves.

You’re free to use Premiere Pro, Final Cut, DaVinci Resolve, or any tool you prefer, as long as the end result meets YouTube’s 4K upload standards and you can supply the editable project file alongside the rendered video.

When submitting, please share a link to at least two previous YouTube videos you’ve edited in a similar clean style so I can gauge fit. If this first collaboration goes smoothly, there will be ongoing work on a regular upload schedule."
task,freelancer,40485676,Instagram Content Creation & Management,,"Music, Film, Publishing & Media",Photoshop; Illustrator; Premiere Pro,₹1500–₹12500 INR,,Remote,2026-06-02,https://www.freelancer.com/projects/social-media-management/Instagram-Content-Creation-Management-40485676,"I have just launched an institute and I need someone to fully manage my Instagram presence. The goal is to publish fresh, on-brand image posts, short-form videos, and stories several times each week, maintain a cohesive feed, and engage with the audience in real time.

Here is what the collaboration should cover:
• A monthly content calendar outlining post themes, captions, and key dates.  
• Original graphics or edited photos (Canva, Adobe Photoshop/Illustrator welcome) that match my visual guidelines.  
• Vertical videos/Reels cut and captioned for maximum reach—feel free to use Premiere Pro, CapCut, or similar.  
• Stories with interactive elements (polls, questions, links) scheduled at optimal times.  
• End-to-end scheduling through Later, Buffer, or Meta Business Suite so everything goes out on autopilot.  
• Weekly performance recap with insights and simple next-step recommendations.

All raw files and final exports must be delivered in editable formats, ready for reuse. Please keep brand tone consistent and be responsive to quick tweaks before each post goes live."
task,freelancer,40483758,Personal Vlog Video Edit,,"Music, Film, Publishing & Media",After Effects; Premiere Pro,$50+ USD /hr,,Remote,2026-06-01,https://www.freelancer.com/projects/motion-graphics/Personal-Vlog-Video-Edit,"I have a set of raw clips that need to be shaped into a cohesive personal vlog, finished length somewhere between 10 and 30 minutes. The footage is already organized chronologically; what I need is an editor who can weave it into an engaging story using smooth cuts, light motion graphics for lower-thirds or location tags, tasteful background music, and basic colour correction so everything feels consistent throughout.

Syncing any on-camera dialogue with clean audio, balancing levels, and adding subtle transitions are important to me, but I don’t want the final piece to lose its natural, conversational vibe—think quick-paced yet relaxed vlog style rather than a polished corporate reel.

Deliverables:
• One final 1080p (or higher) master file, ready for YouTube or social platforms  
• A separate version with editable project files (Premiere Pro, Final Cut, or DaVinci Resolve—whichever you use)  
• Any licensed music or graphic assets documented for future reference

Let me know how you like to receive footage and your usual turnaround time so we can get started right away."
task,freelancer,40493584,Fun Short Cartoon Videos,,"Music, Film, Publishing & Media",After Effects; Animate,$10–$30 USD,,Remote,2026-06-05,https://www.freelancer.com/projects/2d-animation/Fun-Short-Cartoon-Videos,"I want to produce a light-hearted series of simple cartoon videos purely for entertainment. The target audience isn’t locked into one bracket—I’m open to concepts that can appeal across ages, so feel free to pitch ideas you think will land well with a mixed crowd.  

I’m also flexible about the animation technique. My answer to the style question was “Other,” which means I’m happy to look at anything from minimalist motion-graphics to a quirky hybrid approach, as long as the end result feels playful and engaging.   

Here’s what I need from you:  
• A concise proposal outlining your concept, estimated running time per episode, and the tools you plan to use (Toon Boom, Adobe Animate, Blender, etc.).  
• A short sample or storyboard so I can get a feel for the vibe before we move to full production.  
• Final videos delivered in a common format (MP4/1080p) ready to publish online, with basic sound and any royalty-free music or effects included.  

If you thrive on creativity and can keep things fun and visually clean without overcomplicating the process, let’s get started!"
task,freelancer,40492405,Short Video Editing Packages Needed,,"Music, Film, Publishing & Media",After Effects; Premiere Pro,₹300–₹1500 INR /hr,,Remote,2026-06-05,https://www.freelancer.com/projects/adobe-premiere-pro/Short-Video-Editing-Packages-Needed,"I need a reliable editor to turn my raw footage into clean, professional-looking videos that will be used across social posts, event promotions, and even the occasional vlog.  

Scope of work  
• Two length brackets: quick 30- to 60-second spots and longer 1- to 10-minute edits.  
• Clean, formal style—think corporate polish that still feels engaging for an event audience.  
• Typical tasks include trimming, colour correction, basic motion graphics for lower thirds/intros, royalty-free background music, and optional subtitles.  

Budget structure  
For the shorter cuts I’ve set aside ₹300–₹500 per piece; the longer edits fall in the ₹500–₹1,000 range. Let me know how many revisions you include within those figures.  

Deliverables  
1. Final exports in 1080p (horizontal) and a social-ready vertical version when relevant.  
2. Editable project files (Premiere Pro or DaVinci Resolve preferred).  

Please share links to similar event-focused or corporate edits you’ve completed, along with your typical turnaround time. I’m ready to start as soon as I find the right fit."
task,freelancer,40484243,Candid Rice Ceremony Photography with album,,"Music, Film, Publishing & Media",Photoshop,₹10000–₹18000 INR,,Remote,2026-06-01,https://www.freelancer.com/projects/color-grading/Candid-Rice-Ceremony-Photography-with,"I’m planning an intimate rice-feeding ceremony for my little one and want the true emotions of the day captured in a candid style. The focus is solely on the ceremony itself—from the first rituals to the final blessing—so you can concentrate on unobtrusively documenting authentic moments rather than staging poses.

To make sure the memories are easy to relive and share, I’d like a curated set of high-resolution, colour-corrected images delivered digitally. A short highlight reel or slideshow would be a welcome extra if it fits naturally into your workflow, but still-photos and a album are the priority.

Deliverables  
• 70–100 carefully edited, high-resolution JPEGs (no watermarks)  
• Private, downloadable online gallery or cloud folder link  
• Basic retouching and colour grading to maintain a natural, candid feel  
• Delivery within two weeks of the event
• A morden degined and beautiful album of the event

Let me know your availability, sample work in a similar candid setting, and any questions you have about the flow of the ceremony so we can lock in the date."
task,freelancer,40487135,LinkedIn Profile Transformation and Personal Branding ( -- 2,,"Music, Film, Publishing & Media",Illustrator,€18–€36 EUR /hr,,Remote,2026-06-02,https://www.freelancer.com/projects/internet-marketing/LinkedIn-Profile-Transformation-Personal,"I am looking for a LinkedIn / Personal Branding (Italian person) expert to help me transform my personal LinkedIn profile into a highly professional and business-oriented presence.
Main goals:
Fully optimize my LinkedIn profile
Improve my bio, headline, experience sections, and professional descriptions
Make my profile look credible, premium, and authoritative
Build a strong personal branding strategy
Help me promote and launch my businesses through LinkedIn
Create professional content and copywriting for posts and updates
Suggest the right tone of voice, keywords, positioning, and communication style
Advise on profile pictures, banners, visuals, and overall branding
Help me grow my reach, networking, visibility, and organic distribution on LinkedIn
I am looking for someone with:
Strong experience in LinkedIn growth and personal branding
Excellent English copywriting skills
Experience working with founders, entrepreneurs, or startups
Ability to create a modern and highly professional LinkedIn presence
Good understanding of content strategy and audience growth"
task,freelancer,40487103,LinkedIn Profile Transformation and Personal Branding (,,"Music, Film, Publishing & Media",Illustrator,€6–€12 EUR /hr,,Remote,2026-06-02,https://www.freelancer.com/projects/content-strategy/LinkedIn-Profile-Transformation-Personal,"I am looking for a LinkedIn / Personal Branding (Italian person) expert to help me transform my personal LinkedIn profile into a highly professional and business-oriented presence.
Main goals:
Fully optimize my LinkedIn profile
Improve my bio, headline, experience sections, and professional descriptions
Make my profile look credible, premium, and authoritative
Build a strong personal branding strategy
Help me promote and launch my businesses through LinkedIn
Create professional content and copywriting for posts and updates
Suggest the right tone of voice, keywords, positioning, and communication style
Advise on profile pictures, banners, visuals, and overall branding
Help me grow my reach, networking, visibility, and organic distribution on LinkedIn
I am looking for someone with:
Strong experience in LinkedIn growth and personal branding
Excellent English copywriting skills
Experience working with founders, entrepreneurs, or startups
Ability to create a modern and highly professional LinkedIn presence
Good understanding of content strategy and audience growth"
task,freelancer,40487657,Freelance Video Editor Needed,,"Music, Film, Publishing & Media",After Effects; Premiere Pro,₹12500–₹37500 INR,,Remote,2026-06-03,https://www.freelancer.com/projects/adobe-premiere-pro/Freelance-Video-Editor-Needed-40487657,"We are looking for a creative and reliable Freelance Video Editor to support our marketing team on a backend basis.
Responsibilities
Edit social media content, including Instagram Reels, promotional videos.
Add transitions, motion graphics, captions, music, and effects to create engaging content.
Maintain brand consistency across all edited content.
Deliver high-quality edits within agreed timelines.
Collaborate remotely with the marketing team and implement feedback efficiently.
Requirements
Proven experience in editing short-form marketing content.
Proficiency in editing software such as Adobe Premiere Pro, After Effects, Final Cut Pro, or CapCut.
Strong understanding of social media trends and audience engagement.
Ability to work independently and meet deadlines.
Good communication skills and attention to detail.
Engagement Type
Freelance / Remote
Project-based or monthly workload
Flexible working hours
To Apply
Please share:
Portfolio or sample work (Reels, Shorts, social media edits)
Editing tools/software you use
Your availability and expected rates"
task,freelancer,40492322,Teen Cartoon Story Animation,,"Music, Film, Publishing & Media",After Effects; Animate,₹1500–₹12500 INR,,Remote,2026-06-05,https://www.freelancer.com/projects/2d-animation/Teen-Cartoon-Story-Animation-40492322,"I’m producing a short, entertainment-focused 2D story for a teenage audience and need an animator who can deliver a lively cartoon look without stretching the budget. The plot beats are already outlined; what’s missing is the on-screen magic—storyboards, character and prop designs, clean animation, light SFX and a polished HD render ready for YouTube, TikTok and similar platforms.  

Any mainstream tool—Toon Boom Harmony, Adobe Animate, OpenToonz or comparable software—is fine as long as you can supply a smooth 24 fps file at 1080p.  

To keep costs predictable we’ll break the job into lean milestones:  
• storyboard approval  
• first animation pass  
• final polish and render  

Acceptance criteria  
• Fluid, on-model cartoon animation at 24 fps, 1080p  
• Audio synced and clean  
• Colours and jokes that land well with 13- to 18-year-olds  
• Delivery of an MP4 plus the editable project files  

If you have teen-oriented cartoon samples, please include a link when you bid. I’m ready to move as soon as I find the right fit—let’s make something fun!"
task,freelancer,40488814,Capture High-Quality Raw Gameplay,,"Music, Film, Publishing & Media",After Effects,₹1599–₹4999 INR /hr,,Remote,2026-06-03,https://www.freelancer.com/projects/game-development/Capture-High-Quality-Raw-Gameplay,"Need several hours of clean, unedited gameplay footage that I can later cut into trailers and tutorials. The platform, genre, and specific titles are flexible—PC, console, or mobile work for me so long as the result looks crisp and runs smoothly.  

What matters most is:  
• Native resolution capture (1080p minimum, 60 fps preferred)  
• No watermarks, commentary, or on-screen overlays—pure in-game audio only  
• Consistent file naming and lossless or lightly compressed formats (ProRes, DNxHD, or high-bit-rate MP4)  
• Delivery via Google Drive or similar cloud link, with session notes that list the game, mode, and approximate timestamps of key moments  

OBS Studio, NVIDIA ShadowPlay, Elgato, or comparable capture solutions are all acceptable as long as they meet the quality targets above. If you already have access to a popular or recently released game that you think would showcase well, let me know; I’m open to suggestions.  

Footage will be reviewed for resolution integrity, frame-rate stability, and absence of overlays before final acceptance."
task,freelancer,40486339,Graphic Designer & Video Editor,,"Music, Film, Publishing & Media",Photoshop; Illustrator; After Effects,₹12500–₹37500 INR,,Remote,2026-06-02,https://www.freelancer.com/projects/adobe-photoshop/Social-Media-Design-Editing-40486339,"I need a versatile creative partner who can take my ideas and turn them into both eye-catching graphics and short, scroll-stopping videos for Meta (Facebook & Instagram) and LinkedIn. The priority is social-first storytelling—polished visuals that look like they belong in a modern feed, feel on-brand, and encourage engagement.  

You’ll move smoothly between Photoshop/Illustrator for static visuals and Premiere Pro or After Effects for motion, delivering ready-to-publish assets with consistent colour, typography and style. I’ll provide brand guidelines and rough concepts; you’ll handle layout, animation, subtle transitions, text overlays, royalty-free music and final exports.

Deliverables  
• Static posts in 1:1 and 9:16 formats  
• 15–60 sec vertical videos (MP4, 1080 × 1920) with captions baked in  
• Organised source files for both graphics and video

Assets must be crisp on mobile, under platform size limits, and supplied by the agreed deadline. If you enjoy brainstorming, suggesting fresh content angles and iterating quickly, let’s get started."
task,freelancer,40491740,Corporate Promo Video Music Sync,,"Music, Film, Publishing & Media",After Effects; Premiere Pro,£10–£20 GBP,,Remote,2026-06-04,https://www.freelancer.com/projects/music-production/Corporate-Promo-Video-Music-Sync,"I have already built the visuals for a short promotional video in Claude Design and will share the view-only link with you. Because Claude doesn’t let me export directly, you will first need to capture the video exactly as it appears (screen-record or any lossless method you prefer), then overlay suitable background music that fits a polished, corporate-focused promo.

The music should feel professional, engaging and clearly “in the background” so the visuals remain the star. I’m open on genre as long as it serves a modern corporate audience; if you have library suggestions or original tracks, I’m happy to review a few samples before finalising.

Deliverable:
• Full-resolution video file (MP4 or MOV) with seamless background music mixed and level-balanced.  
• A version without music (optional but appreciated) in case final tweaks are needed.

File hand-off via Google Drive, Dropbox or WeTransfer works for me. Let me know your preferred recording workflow, any music licensing considerations, and the turnaround time you can comfortably commit to."
task,freelancer,40479042,Afrohouse Club Digital Flyer Design,,"Music, Film, Publishing & Media",Photoshop; Illustrator,$15–$25 USD /hr,,Remote,2026-05-30,https://www.freelancer.com/projects/adobe-photoshop/Afrohouse-Club-Digital-Flyer-Design,"I’m promoting an Afrohouse-themed club night and need a dynamic, FX-driven digital flyer that jumps off the Instagram feed. Think bold colours, rhythmic patterns, and a modern club aesthetic that instantly signals Afrohouse energy while still looking polished and professional.

The flyer is for Instagram only, but rather than the usual 1080×1080 or 1080×1920 I need it in a custom size; I’ll confirm the exact pixel dimensions with you once we start, so please be comfortable adjusting your artboard to a non-standard spec and keeping all key elements safe inside Instagram’s visible areas.

Deliverables I expect:
• Ready-to-post high-resolution JPEG or PNG in the agreed size  
• Layered source file (PSD or AI) so I can tweak text, dates, or logos later  
• Any fonts or linked assets used, with proper licensing info

If you already have a portfolio of club or music-event flyers, especially anything Afro-centric or FX-heavy, send over a few samples so I can gauge your style. Fast turnaround is appreciated—I’d love to push this live within the week."
