Task code,Task name,Family,Verifier type,Verifier ID,Output ID,Deliverable,Output file,Pass condition,Evidence,K question,Answer (Yes/No)
SB3-010-PHO,Northgrove - Apparel colorway image system,Photo & Image,Auto,PHOTO-10/capsule-carousel-p04/A002,capsule-carousel-p04,Northgrove / Capsule launch carousel - Page 4,deliverables/capsule-carousel-p04.png,“Northgrove / Capsule launch carousel - Page 4” (capsule-carousel-p04.png) opens as a valid PNG file with no errors or corruption.,Automatic check: file opens correctly.,,
SB3-010-PHO,Northgrove - Apparel colorway image system,Photo & Image,Auto,PHOTO-10/capsule-carousel-p04/A003,capsule-carousel-p04,Northgrove / Capsule launch carousel - Page 4,deliverables/capsule-carousel-p04.png,“Northgrove / Capsule launch carousel - Page 4” (capsule-carousel-p04.png) is exactly 1080 pixels wide.,Automatic check: measured image width.,,
SB3-010-PHO,Northgrove - Apparel colorway image system,Photo & Image,Auto,PHOTO-10/capsule-carousel-p04/A004,capsule-carousel-p04,Northgrove / Capsule launch carousel - Page 4,deliverables/capsule-carousel-p04.png,“Northgrove / Capsule launch carousel - Page 4” (capsule-carousel-p04.png) is exactly 1350 pixels tall.,Automatic check: measured image height.,,
SB3-010-PHO,Northgrove - Apparel colorway image system,Photo & Image,Auto,PHOTO-10/capsule-carousel-p05/A001,capsule-carousel-p05,Northgrove / Capsule launch carousel - Page 5,deliverables/capsule-carousel-p05.png,“Northgrove / Capsule launch carousel - Page 5” (capsule-carousel-p05.png) is present in the delivery package.,Automatic check: file is present.,,
SB3-010-PHO,Northgrove - Apparel colorway image system,Photo & Image,Auto,PHOTO-10/capsule-carousel-p05/A002,capsule-carousel-p05,Northgrove / Capsule launch carousel - Page 5,deliverables/capsule-carousel-p05.png,“Northgrove / Capsule launch carousel - Page 5” (capsule-carousel-p05.png) opens as a valid PNG file with no errors or corruption.,Automatic check: file opens correctly.,,
SB3-010-PHO,Northgrove - Apparel colorway image system,Photo & Image,Auto,PHOTO-10/capsule-carousel-p05/A003,capsule-carousel-p05,Northgrove / Capsule launch carousel - Page 5,deliverables/capsule-carousel-p05.png,“Northgrove / Capsule launch carousel - Page 5” (capsule-carousel-p05.png) is exactly 1080 pixels wide.,Automatic check: measured image width.,,
SB3-010-PHO,Northgrove - Apparel colorway image system,Photo & Image,Auto,PHOTO-10/capsule-carousel-p05/A004,capsule-carousel-p05,Northgrove / Capsule launch carousel - Page 5,deliverables/capsule-carousel-p05.png,“Northgrove / Capsule launch carousel - Page 5” (capsule-carousel-p05.png) is exactly 1350 pixels tall.,Automatic check: measured image height.,,
SB3-010-PHO,Northgrove - Apparel colorway image system,Photo & Image,Auto,PHOTO-10/capsule-carousel-p06/A001,capsule-carousel-p06,Northgrove / Capsule launch carousel - Page 6,deliverables/capsule-carousel-p06.png,“Northgrove / Capsule launch carousel - Page 6” (capsule-carousel-p06.png) is present in the delivery package.,Automatic check: file is present.,,
SB3-010-PHO,Northgrove - Apparel colorway image system,Photo & Image,Auto,PHOTO-10/capsule-carousel-p06/A002,capsule-carousel-p06,Northgrove / Capsule launch carousel - Page 6,deliverables/capsule-carousel-p06.png,“Northgrove / Capsule launch carousel - Page 6” (capsule-carousel-p06.png) opens as a valid PNG file with no errors or corruption.,Automatic check: file opens correctly.,,
SB3-010-PHO,Northgrove - Apparel colorway image system,Photo & Image,Auto,PHOTO-10/capsule-carousel-p06/A003,capsule-carousel-p06,Northgrove / Capsule launch carousel - Page 6,deliverables/capsule-carousel-p06.png,“Northgrove / Capsule launch carousel - Page 6” (capsule-carousel-p06.png) is exactly 1080 pixels wide.,Automatic check: measured image width.,,
SB3-010-PHO,Northgrove - Apparel colorway image system,Photo & Image,Auto,PHOTO-10/capsule-carousel-p06/A004,capsule-carousel-p06,Northgrove / Capsule launch carousel - Page 6,deliverables/capsule-carousel-p06.png,“Northgrove / Capsule launch carousel - Page 6” (capsule-carousel-p06.png) is exactly 1350 pixels tall.,Automatic check: measured image height.,,
SB3-010-PHO,Northgrove - Apparel colorway image system,Photo & Image,Human,PHOTO-10/style-pdp-northgrove-style-01-loopback-crew/H001,style-pdp-northgrove-style-01-loopback-crew,Apparel style product-page image - northgrove_style_01_loopback_crew,deliverables/style-pdp-northgrove-style-01-loopback-crew.png,The garment’s shape and proportions in “Apparel style product-page image - northgrove_style_01_loopback_crew” (style-pdp-northgrove-style-01-loopback-crew.png) match the source photo northgrove_style_01_loopback_crew.jpg.,Supplied source asset northgrove_style_01_loopback_crew.jpg,K2_Q4 Identity fidelity,
SB3-010-PHO,Northgrove - Apparel colorway image system,Photo & Image,Human,PHOTO-10/style-pdp-northgrove-style-01-loopback-crew/H002,style-pdp-northgrove-style-01-loopback-crew,Apparel style product-page image - northgrove_style_01_loopback_crew,deliverables/style-pdp-northgrove-style-01-loopback-crew.png,The colourway identifier in “Apparel style product-page image - northgrove_style_01_loopback_crew” (style-pdp-northgrove-style-01-loopback-crew.png) matches the one in northgrove_style_01_loopback_crew.jpg exactly.,Supplied source asset northgrove_style_01_loopback_crew.jpg,K2_Q4 Identity fidelity,
SB3-010-PHO,Northgrove - Apparel colorway image system,Photo & Image,Human,PHOTO-10/style-pdp-northgrove-style-01-loopback-crew/H003,style-pdp-northgrove-style-01-loopback-crew,Apparel style product-page image - northgrove_style_01_loopback_crew,deliverables/style-pdp-northgrove-style-01-loopback-crew.png,"At 100% zoom, the fabric texture in “Apparel style product-page image - northgrove_style_01_loopback_crew” (style-pdp-northgrove-style-01-loopback-crew.png) can be matched to the same detail in northgrove_style_01_loopback_crew.jpg.",Supplied source asset northgrove_style_01_loopback_crew.jpg,K2_Q2 Asset preservation,
SB3-010-PHO,Northgrove - Apparel colorway image system,Photo & Image,Human,PHOTO-10/style-pdp-northgrove-style-02-heavy-tee/H001,style-pdp-northgrove-style-02-heavy-tee,Apparel style product-page image - northgrove_style_02_heavy_tee,deliverables/style-pdp-northgrove-style-02-heavy-tee.png,The garment’s shape and proportions in “Apparel style product-page image - northgrove_style_02_heavy_tee” (style-pdp-northgrove-style-02-heavy-tee.png) match the source photo northgrove_style_02_heavy_tee.jpg.,Supplied source asset northgrove_style_02_heavy_tee.jpg,K2_Q4 Identity fidelity,
SB3-010-PHO,Northgrove - Apparel colorway image system,Photo & Image,Human,PHOTO-10/style-pdp-northgrove-style-02-heavy-tee/H002,style-pdp-northgrove-style-02-heavy-tee,Apparel style product-page image - northgrove_style_02_heavy_tee,deliverables/style-pdp-northgrove-style-02-heavy-tee.png,The colourway identifier in “Apparel style product-page image - northgrove_style_02_heavy_tee” (style-pdp-northgrove-style-02-heavy-tee.png) matches the one in northgrove_style_02_heavy_tee.jpg exactly.,Supplied source asset northgrove_style_02_heavy_tee.jpg,K2_Q4 Identity fidelity,
SB3-010-PHO,Northgrove - Apparel colorway image system,Photo & Image,Human,PHOTO-10/style-pdp-northgrove-style-02-heavy-tee/H003,style-pdp-northgrove-style-02-heavy-tee,Apparel style product-page image - northgrove_style_02_heavy_tee,deliverables/style-pdp-northgrove-style-02-heavy-tee.png,"At 100% zoom, the fabric texture in “Apparel style product-page image - northgrove_style_02_heavy_tee” (style-pdp-northgrove-style-02-heavy-tee.png) can be matched to the same detail in northgrove_style_02_heavy_tee.jpg.",Supplied source asset northgrove_style_02_heavy_tee.jpg,K2_Q2 Asset preservation,
SB3-010-PHO,Northgrove - Apparel colorway image system,Photo & Image,Human,PHOTO-10/style-pdp-northgrove-style-03-raglan/H001,style-pdp-northgrove-style-03-raglan,Apparel style product-page image - northgrove_style_03_raglan,deliverables/style-pdp-northgrove-style-03-raglan.png,The garment’s shape and proportions in “Apparel style product-page image - northgrove_style_03_raglan” (style-pdp-northgrove-style-03-raglan.png) match the source photo northgrove_style_03_raglan.jpg.,Supplied source asset northgrove_style_03_raglan.jpg,K2_Q4 Identity fidelity,
SB3-010-PHO,Northgrove - Apparel colorway image system,Photo & Image,Human,PHOTO-10/style-pdp-northgrove-style-03-raglan/H002,style-pdp-northgrove-style-03-raglan,Apparel style product-page image - northgrove_style_03_raglan,deliverables/style-pdp-northgrove-style-03-raglan.png,The colourway identifier in “Apparel style product-page image - northgrove_style_03_raglan” (style-pdp-northgrove-style-03-raglan.png) matches the one in northgrove_style_03_raglan.jpg exactly.,Supplied source asset northgrove_style_03_raglan.jpg,K2_Q4 Identity fidelity,
SB3-010-PHO,Northgrove - Apparel colorway image system,Photo & Image,Human,PHOTO-10/style-pdp-northgrove-style-03-raglan/H003,style-pdp-northgrove-style-03-raglan,Apparel style product-page image - northgrove_style_03_raglan,deliverables/style-pdp-northgrove-style-03-raglan.png,"At 100% zoom, the fabric texture in “Apparel style product-page image - northgrove_style_03_raglan” (style-pdp-northgrove-style-03-raglan.png) can be matched to the same detail in northgrove_style_03_raglan.jpg.",Supplied source asset northgrove_style_03_raglan.jpg,K2_Q2 Asset preservation,
SB3-010-PHO,Northgrove - Apparel colorway image system,Photo & Image,Human,PHOTO-10/style-pdp-northgrove-style-04-henley/H001,style-pdp-northgrove-style-04-henley,Apparel style product-page image - northgrove_style_04_henley,deliverables/style-pdp-northgrove-style-04-henley.png,The garment’s shape and proportions in “Apparel style product-page image - northgrove_style_04_henley” (style-pdp-northgrove-style-04-henley.png) match the source photo northgrove_style_04_henley.jpg.,Supplied source asset northgrove_style_04_henley.jpg,K2_Q4 Identity fidelity,
SB3-010-PHO,Northgrove - Apparel colorway image system,Photo & Image,Human,PHOTO-10/style-pdp-northgrove-style-04-henley/H002,style-pdp-northgrove-style-04-henley,Apparel style product-page image - northgrove_style_04_henley,deliverables/style-pdp-northgrove-style-04-henley.png,The colourway identifier in “Apparel style product-page image - northgrove_style_04_henley” (style-pdp-northgrove-style-04-henley.png) matches the one in northgrove_style_04_henley.jpg exactly.,Supplied source asset northgrove_style_04_henley.jpg,K2_Q4 Identity fidelity,
SB3-010-PHO,Northgrove - Apparel colorway image system,Photo & Image,Human,PHOTO-10/style-pdp-northgrove-style-04-henley/H003,style-pdp-northgrove-style-04-henley,Apparel style product-page image - northgrove_style_04_henley,deliverables/style-pdp-northgrove-style-04-henley.png,"At 100% zoom, the fabric texture in “Apparel style product-page image - northgrove_style_04_henley” (style-pdp-northgrove-style-04-henley.png) can be matched to the same detail in northgrove_style_04_henley.jpg.",Supplied source asset northgrove_style_04_henley.jpg,K2_Q2 Asset preservation,
SB3-010-PHO,Northgrove - Apparel colorway image system,Photo & Image,Human,PHOTO-10/style-pdp-northgrove-style-05-zip-hoodie/H001,style-pdp-northgrove-style-05-zip-hoodie,Apparel style product-page image - northgrove_style_05_zip_hoodie,deliverables/style-pdp-northgrove-style-05-zip-hoodie.png,The garment’s shape and proportions in “Apparel style product-page image - northgrove_style_05_zip_hoodie” (style-pdp-northgrove-style-05-zip-hoodie.png) match the source photo northgrove_style_05_zip_hoodie.jpg.,Supplied source asset northgrove_style_05_zip_hoodie.jpg,K2_Q4 Identity fidelity,
SB3-010-PHO,Northgrove - Apparel colorway image system,Photo & Image,Human,PHOTO-10/style-pdp-northgrove-style-05-zip-hoodie/H002,style-pdp-northgrove-style-05-zip-hoodie,Apparel style product-page image - northgrove_style_05_zip_hoodie,deliverables/style-pdp-northgrove-style-05-zip-hoodie.png,The colourway identifier in “Apparel style product-page image - northgrove_style_05_zip_hoodie” (style-pdp-northgrove-style-05-zip-hoodie.png) matches the one in northgrove_style_05_zip_hoodie.jpg exactly.,Supplied source asset northgrove_style_05_zip_hoodie.jpg,K2_Q4 Identity fidelity,
SB3-010-PHO,Northgrove - Apparel colorway image system,Photo & Image,Human,PHOTO-10/style-pdp-northgrove-style-05-zip-hoodie/H003,style-pdp-northgrove-style-05-zip-hoodie,Apparel style product-page image - northgrove_style_05_zip_hoodie,deliverables/style-pdp-northgrove-style-05-zip-hoodie.png,"At 100% zoom, the fabric texture in “Apparel style product-page image - northgrove_style_05_zip_hoodie” (style-pdp-northgrove-style-05-zip-hoodie.png) can be matched to the same detail in northgrove_style_05_zip_hoodie.jpg.",Supplied source asset northgrove_style_05_zip_hoodie.jpg,K2_Q2 Asset preservation,
SB3-010-PHO,Northgrove - Apparel colorway image system,Photo & Image,Human,PHOTO-10/style-pdp-northgrove-style-06-supporters-crew/H001,style-pdp-northgrove-style-06-supporters-crew,Apparel style product-page image - northgrove_style_06_supporters_crew,deliverables/style-pdp-northgrove-style-06-supporters-crew.png,The garment’s shape and proportions in “Apparel style product-page image - northgrove_style_06_supporters_crew” (style-pdp-northgrove-style-06-supporters-crew.png) match the source photo northgrove_style_06_supporters_crew.jpg.,Supplied source asset northgrove_style_06_supporters_crew.jpg,K2_Q4 Identity fidelity,
SB3-010-PHO,Northgrove - Apparel colorway image system,Photo & Image,Human,PHOTO-10/style-pdp-northgrove-style-06-supporters-crew/H002,style-pdp-northgrove-style-06-supporters-crew,Apparel style product-page image - northgrove_style_06_supporters_crew,deliverables/style-pdp-northgrove-style-06-supporters-crew.png,The colourway identifier in “Apparel style product-page image - northgrove_style_06_supporters_crew” (style-pdp-northgrove-style-06-supporters-crew.png) matches the one in northgrove_style_06_supporters_crew.jpg exactly.,Supplied source asset northgrove_style_06_supporters_crew.jpg,K2_Q4 Identity fidelity,
SB3-010-PHO,Northgrove - Apparel colorway image system,Photo & Image,Human,PHOTO-10/style-pdp-northgrove-style-06-supporters-crew/H003,style-pdp-northgrove-style-06-supporters-crew,Apparel style product-page image - northgrove_style_06_supporters_crew,deliverables/style-pdp-northgrove-style-06-supporters-crew.png,"At 100% zoom, the fabric texture in “Apparel style product-page image - northgrove_style_06_supporters_crew” (style-pdp-northgrove-style-06-supporters-crew.png) can be matched to the same detail in northgrove_style_06_supporters_crew.jpg.",Supplied source asset northgrove_style_06_supporters_crew.jpg,K2_Q2 Asset preservation,
SB3-010-PHO,Northgrove - Apparel colorway image system,Photo & Image,Human,PHOTO-10/capsule-carousel-p01/H001,capsule-carousel-p01,Northgrove / Capsule launch carousel - Page 1,deliverables/capsule-carousel-p01.png,The opening page “Northgrove / Capsule launch carousel - Page 1” (capsule-carousel-p01.png) names Northgrove.,northgrove_colourways.csv; northgrove_copy.txt; northgrove_placements.txt,K1_Q1 Content completeness,
SB3-010-PHO,Northgrove - Apparel colorway image system,Photo & Image,Human,PHOTO-10/capsule-carousel-p02/H001,capsule-carousel-p02,Northgrove / Capsule launch carousel - Page 2,deliverables/capsule-carousel-p02.png,The exported image “Northgrove / Capsule launch carousel - Page 2” (capsule-carousel-p02.png) is not blank.,Delivered output,K1_Q4 Deliverable completeness,
SB3-010-PHO,Northgrove - Apparel colorway image system,Photo & Image,Human,PHOTO-10/capsule-carousel-p03/H001,capsule-carousel-p03,Northgrove / Capsule launch carousel - Page 3,deliverables/capsule-carousel-p03.png,The exported image “Northgrove / Capsule launch carousel - Page 3” (capsule-carousel-p03.png) is not blank.,Delivered output,K1_Q4 Deliverable completeness,
SB3-010-PHO,Northgrove - Apparel colorway image system,Photo & Image,Human,PHOTO-10/capsule-carousel-p04/H001,capsule-carousel-p04,Northgrove / Capsule launch carousel - Page 4,deliverables/capsule-carousel-p04.png,The exported image “Northgrove / Capsule launch carousel - Page 4” (capsule-carousel-p04.png) is not blank.,Delivered output,K1_Q4 Deliverable completeness,
SB3-010-PHO,Northgrove - Apparel colorway image system,Photo & Image,Human,PHOTO-10/capsule-carousel-p05/H001,capsule-carousel-p05,Northgrove / Capsule launch carousel - Page 5,deliverables/capsule-carousel-p05.png,The exported image “Northgrove / Capsule launch carousel - Page 5” (capsule-carousel-p05.png) is not blank.,Delivered output,K1_Q4 Deliverable completeness,
SB3-010-PHO,Northgrove - Apparel colorway image system,Photo & Image,Human,PHOTO-10/capsule-carousel-p06/H001,capsule-carousel-p06,Northgrove / Capsule launch carousel - Page 6,deliverables/capsule-carousel-p06.png,The closing page “Northgrove / Capsule launch carousel - Page 6” (capsule-carousel-p06.png) contains the approved shopping action from northgrove_copy.txt.,northgrove_copy.txt,K1_Q1 Content completeness,
SB3-010-PHO,Northgrove - Apparel colorway image system,Photo & Image,Human,PHOTO-10/style-pdp-northgrove-style-02-heavy-tee/H004,style-pdp-northgrove-style-02-heavy-tee,Apparel style product-page module - northgrove_style_02_heavy_tee,deliverables/style-pdp-northgrove-style-02-heavy-tee.png,"The colourway name on “Apparel style product-page module - northgrove_style_02_heavy_tee” (style-pdp-northgrove-style-02-heavy-tee.png) is one of the seven names in northgrove_colourways.csv: Moss, Bark, Slate, Oat, Ink, Clay or Fern.","northgrove_colourways.csv, field colourway_name, rows 1 to 7. Brief: the colourway is identified accurately.",K1_Q1 Content completeness,
SB3-010-PHO,Northgrove - Apparel colorway image system,Photo & Image,Human,PHOTO-10/style-pdp-northgrove-style-02-heavy-tee/H005,style-pdp-northgrove-style-02-heavy-tee,Apparel style product-page module - northgrove_style_02_heavy_tee,deliverables/style-pdp-northgrove-style-02-heavy-tee.png,The background of “Apparel style product-page module - northgrove_style_02_heavy_tee” (style-pdp-northgrove-style-02-heavy-tee.png) is the brand colour “Off White” (#F5F2EC).,"northgrove_placements.txt, OUR PRODUCT PAGES: ground is our OFF WHITE, #F5F2EC. Brand palette: Off White #F5F2EC.",K2_Q3 Brand-system compliance,
SB3-010-PHO,Northgrove - Apparel colorway image system,Photo & Image,Human,PHOTO-10/style-pdp-northgrove-style-03-raglan/H004,style-pdp-northgrove-style-03-raglan,Apparel style product-page module - northgrove_style_03_raglan,deliverables/style-pdp-northgrove-style-03-raglan.png,"“Apparel style product-page module - northgrove_style_03_raglan” (style-pdp-northgrove-style-03-raglan.png) shows only the photographed colourway from northgrove_style_03_raglan.jpg, with no recoloured variant added.",Truth constraint: colour variants are approval concepts until physical samples are photographed and signed off. Supplied northgrove_style_03_raglan.jpg.,K1_Q3 Constraint compliance,
SB3-010-PHO,Northgrove - Apparel colorway image system,Photo & Image,Human,PHOTO-10/style-pdp-northgrove-style-01-loopback-crew/H004,style-pdp-northgrove-style-01-loopback-crew,Apparel style product-page module - northgrove_style_01_loopback_crew,deliverables/style-pdp-northgrove-style-01-loopback-crew.png,The garment colour on “Apparel style product-page module - northgrove_style_01_loopback_crew” (style-pdp-northgrove-style-01-loopback-crew.png) matches northgrove_style_01_loopback_crew.jpg; a shifted colour makes the module unusable.,"Brief: customers choose between colours and fabrics, so a polished set that changes either of those is not useful to us. Supplied northgrove_style_01_loopback_crew.jpg.",K1_Q5 Critical failure check,
SB3-010-PHO,Northgrove - Apparel colorway image system,Photo & Image,Human,PHOTO-10/style-pdp-northgrove-style-01-loopback-crew/H005,style-pdp-northgrove-style-01-loopback-crew,Apparel style product-page module - northgrove_style_01_loopback_crew,deliverables/style-pdp-northgrove-style-01-loopback-crew.png,"The garment on “Apparel style product-page module - northgrove_style_01_loopback_crew” (style-pdp-northgrove-style-01-loopback-crew.png) is the loopback crew from the supplied northgrove_style_01_loopback_crew.jpg, not another style.",Asset manifest: northgrove_style_01_loopback_crew.jpg. Output register binds this module to that source file.,K2_Q1 Asset selection,
SB3-010-PHO,Northgrove - Apparel colorway image system,Photo & Image,Human,PHOTO-10/style-pdp-northgrove-style-04-henley/H004,style-pdp-northgrove-style-04-henley,Apparel style product-page module - northgrove_style_04_henley,deliverables/style-pdp-northgrove-style-04-henley.png,The garment colour on “Apparel style product-page module - northgrove_style_04_henley” (style-pdp-northgrove-style-04-henley.png) matches northgrove_style_04_henley.jpg; a shifted colour makes the module unusable.,"Brief: customers choose between colours and fabrics, so a polished set that changes either of those is not useful to us. Supplied northgrove_style_04_henley.jpg.",K1_Q5 Critical failure check,
SB3-010-PHO,Northgrove - Apparel colorway image system,Photo & Image,Human,PHOTO-10/capsule-carousel-p01/H002,capsule-carousel-p01,Capsule launch carousel - Page 1,deliverables/capsule-carousel-p01.png,"The Northgrove mark on “Capsule launch carousel - Page 1” (capsule-carousel-p01.png) is the supplied production artwork northgrove_mark_transparent.svg or northgrove_mark_reversed.svg, not the lookbook picture northgrove_mark.png.","brand_assets_status: the mark only survives as a picture lifted off an old lookbook page and needs recovering as real artwork. Assets: northgrove_mark_transparent.svg and northgrove_mark_reversed.svg, production identity.",K2_Q1 Asset selection,
SB3-010-PHO,Northgrove - Apparel colorway image system,Photo & Image,Human,PHOTO-10/capsule-carousel-p01/H003,capsule-carousel-p01,Capsule launch carousel - Page 1,deliverables/capsule-carousel-p01.png,The largest text on “Capsule launch carousel - Page 1” (capsule-carousel-p01.png) names “Northgrove”.,"Brief, Capsule launch carousel: the opening page identifies Northgrove. northgrove_copy.txt, square announcement: New season. New colours. Northgrove.",K5_Q1 Primary-message recovery,
SB3-010-PHO,Northgrove - Apparel colorway image system,Photo & Image,Human,PHOTO-10/style-pdp-northgrove-style-05-zip-hoodie/H004,style-pdp-northgrove-style-05-zip-hoodie,Apparel style product-page module - northgrove_style_05_zip_hoodie,deliverables/style-pdp-northgrove-style-05-zip-hoodie.png,The background of “Apparel style product-page module - northgrove_style_05_zip_hoodie” (style-pdp-northgrove-style-05-zip-hoodie.png) is the brand colour “Off White” (#F5F2EC).,"northgrove_placements.txt, OUR PRODUCT PAGES: ground is our OFF WHITE, #F5F2EC. Brand palette: Off White #F5F2EC.",K2_Q3 Brand-system compliance,
SB3-010-PHO,Northgrove - Apparel colorway image system,Photo & Image,Human,PHOTO-10/capsule-carousel-p06/H002,capsule-carousel-p06,Capsule launch carousel - Page 6,deliverables/capsule-carousel-p06.png,The largest text on “Capsule launch carousel - Page 6” (capsule-carousel-p06.png) is the approved shopping action line from northgrove_copy.txt.,"Brief, Capsule launch carousel: the closing page contains the approved shopping action. northgrove_copy.txt, LAUNCH WORDING.",K5_Q1 Primary-message recovery,
SB3-011-PHO,Lumora - Lip oil shade concept set,Photo & Image,Auto,PHOTO-11/shade-card-r002/A001,shade-card-r002,Retailer shade card - Bronze Hour,deliverables/shade-card-r002.pdf,“Retailer shade card - Bronze Hour” (shade-card-r002.pdf) is present in the delivery package.,Automatic check: file is present.,,
SB3-011-PHO,Lumora - Lip oil shade concept set,Photo & Image,Auto,PHOTO-11/shade-card-r002/A002,shade-card-r002,Retailer shade card - Bronze Hour,deliverables/shade-card-r002.pdf,“Retailer shade card - Bronze Hour” (shade-card-r002.pdf) opens as a valid PDF file with no errors or corruption.,Automatic check: file opens correctly.,,
SB3-011-PHO,Lumora - Lip oil shade concept set,Photo & Image,Auto,PHOTO-11/shade-card-r002/A003,shade-card-r002,Retailer shade card - Bronze Hour,deliverables/shade-card-r002.pdf,“Retailer shade card - Bronze Hour” (shade-card-r002.pdf) contains exactly 1 page.,Automatic check: counted PDF pages.,,
SB3-011-PHO,Lumora - Lip oil shade concept set,Photo & Image,Auto,PHOTO-11/shade-card-r002/A004,shade-card-r002,Retailer shade card - Bronze Hour,deliverables/shade-card-r002.pdf,The finished printed width of “Retailer shade card - Bronze Hour” (shade-card-r002.pdf) is 55 mm (within 0.2 mm).,Automatic check: measured page width.,,
SB3-011-PHO,Lumora - Lip oil shade concept set,Photo & Image,Auto,PHOTO-11/shade-card-r002/A005,shade-card-r002,Retailer shade card - Bronze Hour,deliverables/shade-card-r002.pdf,The finished printed height of “Retailer shade card - Bronze Hour” (shade-card-r002.pdf) is 85 mm (within 0.2 mm).,Automatic check: measured page height.,,
SB3-011-PHO,Lumora - Lip oil shade concept set,Photo & Image,Auto,PHOTO-11/shade-card-r002/A006,shade-card-r002,Retailer shade card - Bronze Hour,deliverables/shade-card-r002.pdf,"On “Retailer shade card - Bronze Hour” (shade-card-r002.pdf), the shade name reads exactly “Bronze Hour”, the approved value in lumora_shadecard_merge.csv, row 2 (field Shade Name).",Automatic check: text read from the file.,,
SB3-011-PHO,Lumora - Lip oil shade concept set,Photo & Image,Auto,PHOTO-11/shade-card-r002/A007,shade-card-r002,Retailer shade card - Bronze Hour,deliverables/shade-card-r002.pdf,"On “Retailer shade card - Bronze Hour” (shade-card-r002.pdf), the finish reads exactly “deep warm bronze, sheer”, the approved value in lumora_shadecard_merge.csv, row 2 (field Finish).",Automatic check: text read from the file.,,
SB3-011-PHO,Lumora - Lip oil shade concept set,Photo & Image,Auto,PHOTO-11/shade-card-r002/A008,shade-card-r002,Retailer shade card - Bronze Hour,deliverables/shade-card-r002.pdf,"On “Retailer shade card - Bronze Hour” (shade-card-r002.pdf), the price reads exactly “$24”, the approved value in lumora_shadecard_merge.csv, row 2 (field Price).",Automatic check: text read from the file.,,
SB3-011-PHO,Lumora - Lip oil shade concept set,Photo & Image,Auto,PHOTO-11/shade-card-r003/A001,shade-card-r003,Retailer shade card - Rosewood,deliverables/shade-card-r003.pdf,“Retailer shade card - Rosewood” (shade-card-r003.pdf) is present in the delivery package.,Automatic check: file is present.,,
SB3-011-PHO,Lumora - Lip oil shade concept set,Photo & Image,Auto,PHOTO-11/shade-card-r003/A002,shade-card-r003,Retailer shade card - Rosewood,deliverables/shade-card-r003.pdf,“Retailer shade card - Rosewood” (shade-card-r003.pdf) opens as a valid PDF file with no errors or corruption.,Automatic check: file opens correctly.,,
SB3-011-PHO,Lumora - Lip oil shade concept set,Photo & Image,Auto,PHOTO-11/shade-card-r003/A003,shade-card-r003,Retailer shade card - Rosewood,deliverables/shade-card-r003.pdf,“Retailer shade card - Rosewood” (shade-card-r003.pdf) contains exactly 1 page.,Automatic check: counted PDF pages.,,
SB3-011-PHO,Lumora - Lip oil shade concept set,Photo & Image,Auto,PHOTO-11/shade-card-r003/A004,shade-card-r003,Retailer shade card - Rosewood,deliverables/shade-card-r003.pdf,The finished printed width of “Retailer shade card - Rosewood” (shade-card-r003.pdf) is 55 mm (within 0.2 mm).,Automatic check: measured page width.,,
SB3-011-PHO,Lumora - Lip oil shade concept set,Photo & Image,Auto,PHOTO-11/shade-card-r003/A005,shade-card-r003,Retailer shade card - Rosewood,deliverables/shade-card-r003.pdf,The finished printed height of “Retailer shade card - Rosewood” (shade-card-r003.pdf) is 85 mm (within 0.2 mm).,Automatic check: measured page height.,,
SB3-011-PHO,Lumora - Lip oil shade concept set,Photo & Image,Auto,PHOTO-11/shade-card-r003/A006,shade-card-r003,Retailer shade card - Rosewood,deliverables/shade-card-r003.pdf,"On “Retailer shade card - Rosewood” (shade-card-r003.pdf), the shade name reads exactly “Rosewood”, the approved value in lumora_shadecard_merge.csv, row 3 (field Shade Name).",Automatic check: text read from the file.,,
SB3-011-PHO,Lumora - Lip oil shade concept set,Photo & Image,Auto,PHOTO-11/shade-card-r003/A007,shade-card-r003,Retailer shade card - Rosewood,deliverables/shade-card-r003.pdf,"On “Retailer shade card - Rosewood” (shade-card-r003.pdf), the finish reads exactly “muted rose-brown, sheer”, the approved value in lumora_shadecard_merge.csv, row 3 (field Finish).",Automatic check: text read from the file.,,
SB3-011-PHO,Lumora - Lip oil shade concept set,Photo & Image,Auto,PHOTO-11/shade-card-r003/A008,shade-card-r003,Retailer shade card - Rosewood,deliverables/shade-card-r003.pdf,"On “Retailer shade card - Rosewood” (shade-card-r003.pdf), the price reads exactly “24.00”, the approved value in lumora_shadecard_merge.csv, row 3 (field Price).",Automatic check: text read from the file.,,
SB3-011-PHO,Lumora - Lip oil shade concept set,Photo & Image,Auto,PHOTO-11/shade-card-r004/A001,shade-card-r004,Retailer shade card - Amber Hour,deliverables/shade-card-r004.pdf,“Retailer shade card - Amber Hour” (shade-card-r004.pdf) is present in the delivery package.,Automatic check: file is present.,,
SB3-011-PHO,Lumora - Lip oil shade concept set,Photo & Image,Auto,PHOTO-11/shade-card-r004/A002,shade-card-r004,Retailer shade card - Amber Hour,deliverables/shade-card-r004.pdf,“Retailer shade card - Amber Hour” (shade-card-r004.pdf) opens as a valid PDF file with no errors or corruption.,Automatic check: file opens correctly.,,
