Task code,Task name,Family,Asset #,Filename,Role,Type,Bytes,SHA-256,State,S3 URI,HTTPS object,S3 console,Upload status
SB3-036-VEC,Ridgeway Rovers - Football crest master system,Vector & Print,5,ridgeway_shirt_blank_home.jpg,photoreal,jpg,1661384,c3038d7a906e5210ddcdfc60c364ca0a91f8cdc2578f929f8b9fba8b0cafcd2c,retained_pending_visual_review,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-036-VEC__ridgeway-rovers-football-crest-master-system/assets/ridgeway_shirt_blank_home.jpg,https://annotationprod.s3.ap-south-1.amazonaws.com/creative-ai-benchmark/v3.1/tasks/SB3-036-VEC__ridgeway-rovers-football-crest-master-system/assets/ridgeway_shirt_blank_home.jpg,https://ap-south-1.console.aws.amazon.com/s3/object/annotationprod?region=ap-south-1&prefix=creative-ai-benchmark%2Fv3.1%2Ftasks%2FSB3-036-VEC__ridgeway-rovers-football-crest-master-system%2Fassets%2Fridgeway_shirt_blank_home.jpg,verified
SB3-036-VEC,Ridgeway Rovers - Football crest master system,Vector & Print,6,ridgeway_shirtback_2024.pdf,source,pdf,350555,8b9d0bd53c25c302a0433372573fcd5c96999a9c38dd1d84d9fd5f8367d67370,retained_pending_visual_review,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-036-VEC__ridgeway-rovers-football-crest-master-system/assets/ridgeway_shirtback_2024.pdf,https://annotationprod.s3.ap-south-1.amazonaws.com/creative-ai-benchmark/v3.1/tasks/SB3-036-VEC__ridgeway-rovers-football-crest-master-system/assets/ridgeway_shirtback_2024.pdf,https://ap-south-1.console.aws.amazon.com/s3/object/annotationprod?region=ap-south-1&prefix=creative-ai-benchmark%2Fv3.1%2Ftasks%2FSB3-036-VEC__ridgeway-rovers-football-crest-master-system%2Fassets%2Fridgeway_shirtback_2024.pdf,verified
SB3-036-VEC,Ridgeway Rovers - Football crest master system,Vector & Print,7,ridgeway_squad.csv,data,csv,763,23b3b95b361b18da029db35c3a93e19cdce132cf51fcc6e1577a1ecd20bc0071,retained_pending_visual_review,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-036-VEC__ridgeway-rovers-football-crest-master-system/assets/ridgeway_squad.csv,https://annotationprod.s3.ap-south-1.amazonaws.com/creative-ai-benchmark/v3.1/tasks/SB3-036-VEC__ridgeway-rovers-football-crest-master-system/assets/ridgeway_squad.csv,https://ap-south-1.console.aws.amazon.com/s3/object/annotationprod?region=ap-south-1&prefix=creative-ai-benchmark%2Fv3.1%2Ftasks%2FSB3-036-VEC__ridgeway-rovers-football-crest-master-system%2Fassets%2Fridgeway_squad.csv,verified
SB3-036-VEC,Ridgeway Rovers - Football crest master system,Vector & Print,8,ridgeway_supplier_note.txt,data,txt,1431,01fcad5b56eaa0bad173b4da44f7195d051f0b860539dce4d0319d7f846370de,retained_pending_visual_review,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-036-VEC__ridgeway-rovers-football-crest-master-system/assets/ridgeway_supplier_note.txt,https://annotationprod.s3.ap-south-1.amazonaws.com/creative-ai-benchmark/v3.1/tasks/SB3-036-VEC__ridgeway-rovers-football-crest-master-system/assets/ridgeway_supplier_note.txt,https://ap-south-1.console.aws.amazon.com/s3/object/annotationprod?region=ap-south-1&prefix=creative-ai-benchmark%2Fv3.1%2Ftasks%2FSB3-036-VEC__ridgeway-rovers-football-crest-master-system%2Fassets%2Fridgeway_supplier_note.txt,verified
SB3-037-VEC,Wharfside Folk Festival - Restored festival identity,Vector & Print,1,wharfside_act_portrait_01.jpg,lifestyle,jpg,1606031,809bc407bad2e3aa9567fbb1094f635b5ef4bd9e95993432f0b91ceb51ed0613,retained_pending_visual_review,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-037-VEC__wharfside-folk-festival-restored-festival-identity/assets/wharfside_act_portrait_01.jpg,https://annotationprod.s3.ap-south-1.amazonaws.com/creative-ai-benchmark/v3.1/tasks/SB3-037-VEC__wharfside-folk-festival-restored-festival-identity/assets/wharfside_act_portrait_01.jpg,https://ap-south-1.console.aws.amazon.com/s3/object/annotationprod?region=ap-south-1&prefix=creative-ai-benchmark%2Fv3.1%2Ftasks%2FSB3-037-VEC__wharfside-folk-festival-restored-festival-identity%2Fassets%2Fwharfside_act_portrait_01.jpg,verified
SB3-037-VEC,Wharfside Folk Festival - Restored festival identity,Vector & Print,2,wharfside_act_portrait_02.jpg,lifestyle,jpg,1177030,360bb8d4768c9a3e4cbe20f639342cd5501a1669352c7db7a511aed36bf58ccb,retained_pending_visual_review,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-037-VEC__wharfside-folk-festival-restored-festival-identity/assets/wharfside_act_portrait_02.jpg,https://annotationprod.s3.ap-south-1.amazonaws.com/creative-ai-benchmark/v3.1/tasks/SB3-037-VEC__wharfside-folk-festival-restored-festival-identity/assets/wharfside_act_portrait_02.jpg,https://ap-south-1.console.aws.amazon.com/s3/object/annotationprod?region=ap-south-1&prefix=creative-ai-benchmark%2Fv3.1%2Ftasks%2FSB3-037-VEC__wharfside-folk-festival-restored-festival-identity%2Fassets%2Fwharfside_act_portrait_02.jpg,verified
SB3-037-VEC,Wharfside Folk Festival - Restored festival identity,Vector & Print,3,wharfside_act_portrait_03.jpg,lifestyle,jpg,200900,4196fce3a21c36547a3fb94058102172741d780a8e5e03d5642d77f77a61df10,retained_pending_visual_review,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-037-VEC__wharfside-folk-festival-restored-festival-identity/assets/wharfside_act_portrait_03.jpg,https://annotationprod.s3.ap-south-1.amazonaws.com/creative-ai-benchmark/v3.1/tasks/SB3-037-VEC__wharfside-folk-festival-restored-festival-identity/assets/wharfside_act_portrait_03.jpg,https://ap-south-1.console.aws.amazon.com/s3/object/annotationprod?region=ap-south-1&prefix=creative-ai-benchmark%2Fv3.1%2Ftasks%2FSB3-037-VEC__wharfside-folk-festival-restored-festival-identity%2Fassets%2Fwharfside_act_portrait_03.jpg,verified
SB3-037-VEC,Wharfside Folk Festival - Restored festival identity,Vector & Print,4,wharfside_act_portrait_04.jpg,lifestyle,jpg,1827545,4c196fdad76f7f1c4a2a9c023f3d0b5d8f7c3914c2175c84ff9b7052b3d92b88,retained_pending_visual_review,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-037-VEC__wharfside-folk-festival-restored-festival-identity/assets/wharfside_act_portrait_04.jpg,https://annotationprod.s3.ap-south-1.amazonaws.com/creative-ai-benchmark/v3.1/tasks/SB3-037-VEC__wharfside-folk-festival-restored-festival-identity/assets/wharfside_act_portrait_04.jpg,https://ap-south-1.console.aws.amazon.com/s3/object/annotationprod?region=ap-south-1&prefix=creative-ai-benchmark%2Fv3.1%2Ftasks%2FSB3-037-VEC__wharfside-folk-festival-restored-festival-identity%2Fassets%2Fwharfside_act_portrait_04.jpg,verified
SB3-037-VEC,Wharfside Folk Festival - Restored festival identity,Vector & Print,5,wharfside_act_portrait_05.jpg,lifestyle,jpg,2066998,0588b1e97e66bd66dfa20eb5bf2b6186dc1b450b201ae2aa4929ea68ab8b9bb9,retained_pending_visual_review,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-037-VEC__wharfside-folk-festival-restored-festival-identity/assets/wharfside_act_portrait_05.jpg,https://annotationprod.s3.ap-south-1.amazonaws.com/creative-ai-benchmark/v3.1/tasks/SB3-037-VEC__wharfside-folk-festival-restored-festival-identity/assets/wharfside_act_portrait_05.jpg,https://ap-south-1.console.aws.amazon.com/s3/object/annotationprod?region=ap-south-1&prefix=creative-ai-benchmark%2Fv3.1%2Ftasks%2FSB3-037-VEC__wharfside-folk-festival-restored-festival-identity%2Fassets%2Fwharfside_act_portrait_05.jpg,verified
SB3-037-VEC,Wharfside Folk Festival - Restored festival identity,Vector & Print,6,wharfside_act_portrait_06.jpg,lifestyle,jpg,1603547,c01a29541927355a65b09cc019fc430b7308285aa8f708beb9038e13a64198b6,retained_pending_visual_review,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-037-VEC__wharfside-folk-festival-restored-festival-identity/assets/wharfside_act_portrait_06.jpg,https://annotationprod.s3.ap-south-1.amazonaws.com/creative-ai-benchmark/v3.1/tasks/SB3-037-VEC__wharfside-folk-festival-restored-festival-identity/assets/wharfside_act_portrait_06.jpg,https://ap-south-1.console.aws.amazon.com/s3/object/annotationprod?region=ap-south-1&prefix=creative-ai-benchmark%2Fv3.1%2Ftasks%2FSB3-037-VEC__wharfside-folk-festival-restored-festival-identity%2Fassets%2Fwharfside_act_portrait_06.jpg,verified
SB3-037-VEC,Wharfside Folk Festival - Restored festival identity,Vector & Print,7,wharfside_act_portrait_07.jpg,lifestyle,jpg,1418580,6a10549a38987e11edad70ddc237de84477e34785d1614cdd22613becbc895b6,retained_pending_visual_review,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-037-VEC__wharfside-folk-festival-restored-festival-identity/assets/wharfside_act_portrait_07.jpg,https://annotationprod.s3.ap-south-1.amazonaws.com/creative-ai-benchmark/v3.1/tasks/SB3-037-VEC__wharfside-folk-festival-restored-festival-identity/assets/wharfside_act_portrait_07.jpg,https://ap-south-1.console.aws.amazon.com/s3/object/annotationprod?region=ap-south-1&prefix=creative-ai-benchmark%2Fv3.1%2Ftasks%2FSB3-037-VEC__wharfside-folk-festival-restored-festival-identity%2Fassets%2Fwharfside_act_portrait_07.jpg,verified
SB3-037-VEC,Wharfside Folk Festival - Restored festival identity,Vector & Print,8,wharfside_act_portrait_08.jpg,lifestyle,jpg,246263,ac2df1233d7a6ee7d898a6bb0bfd975efb44337d76d81c7b5da2d4d4faade321,retained_pending_visual_review,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-037-VEC__wharfside-folk-festival-restored-festival-identity/assets/wharfside_act_portrait_08.jpg,https://annotationprod.s3.ap-south-1.amazonaws.com/creative-ai-benchmark/v3.1/tasks/SB3-037-VEC__wharfside-folk-festival-restored-festival-identity/assets/wharfside_act_portrait_08.jpg,https://ap-south-1.console.aws.amazon.com/s3/object/annotationprod?region=ap-south-1&prefix=creative-ai-benchmark%2Fv3.1%2Ftasks%2FSB3-037-VEC__wharfside-folk-festival-restored-festival-identity%2Fassets%2Fwharfside_act_portrait_08.jpg,verified
SB3-037-VEC,Wharfside Folk Festival - Restored festival identity,Vector & Print,9,wharfside_act_portrait_09.jpg,lifestyle,jpg,1875434,553b564852f26c912360f6bae1bc0cf3cd35766a529050600c3649d39c3547ee,retained_pending_visual_review,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-037-VEC__wharfside-folk-festival-restored-festival-identity/assets/wharfside_act_portrait_09.jpg,https://annotationprod.s3.ap-south-1.amazonaws.com/creative-ai-benchmark/v3.1/tasks/SB3-037-VEC__wharfside-folk-festival-restored-festival-identity/assets/wharfside_act_portrait_09.jpg,https://ap-south-1.console.aws.amazon.com/s3/object/annotationprod?region=ap-south-1&prefix=creative-ai-benchmark%2Fv3.1%2Ftasks%2FSB3-037-VEC__wharfside-folk-festival-restored-festival-identity%2Fassets%2Fwharfside_act_portrait_09.jpg,verified
SB3-037-VEC,Wharfside Folk Festival - Restored festival identity,Vector & Print,10,wharfside_act_portrait_10.jpg,lifestyle,jpg,2250860,8e9e18404cda84a388e17024d51e181d1daf4f415e97758beb2532b426aef9fd,retained_pending_visual_review,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-037-VEC__wharfside-folk-festival-restored-festival-identity/assets/wharfside_act_portrait_10.jpg,https://annotationprod.s3.ap-south-1.amazonaws.com/creative-ai-benchmark/v3.1/tasks/SB3-037-VEC__wharfside-folk-festival-restored-festival-identity/assets/wharfside_act_portrait_10.jpg,https://ap-south-1.console.aws.amazon.com/s3/object/annotationprod?region=ap-south-1&prefix=creative-ai-benchmark%2Fv3.1%2Ftasks%2FSB3-037-VEC__wharfside-folk-festival-restored-festival-identity%2Fassets%2Fwharfside_act_portrait_10.jpg,verified
SB3-037-VEC,Wharfside Folk Festival - Restored festival identity,Vector & Print,11,wharfside_act_portrait_11.jpg,lifestyle,jpg,179689,592ab899fca32c0a7d6655f3b9050cd1772e9e6706c7b075609831218103f3a0,retained_pending_visual_review,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-037-VEC__wharfside-folk-festival-restored-festival-identity/assets/wharfside_act_portrait_11.jpg,https://annotationprod.s3.ap-south-1.amazonaws.com/creative-ai-benchmark/v3.1/tasks/SB3-037-VEC__wharfside-folk-festival-restored-festival-identity/assets/wharfside_act_portrait_11.jpg,https://ap-south-1.console.aws.amazon.com/s3/object/annotationprod?region=ap-south-1&prefix=creative-ai-benchmark%2Fv3.1%2Ftasks%2FSB3-037-VEC__wharfside-folk-festival-restored-festival-identity%2Fassets%2Fwharfside_act_portrait_11.jpg,verified
SB3-037-VEC,Wharfside Folk Festival - Restored festival identity,Vector & Print,12,wharfside_acts.csv,data,csv,981,ffb7d366bebdbdafb813670be266fdd2263a4c4fe3cf15fcaacf25f46a90a610,retained_pending_visual_review,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-037-VEC__wharfside-folk-festival-restored-festival-identity/assets/wharfside_acts.csv,https://annotationprod.s3.ap-south-1.amazonaws.com/creative-ai-benchmark/v3.1/tasks/SB3-037-VEC__wharfside-folk-festival-restored-festival-identity/assets/wharfside_acts.csv,https://ap-south-1.console.aws.amazon.com/s3/object/annotationprod?region=ap-south-1&prefix=creative-ai-benchmark%2Fv3.1%2Ftasks%2FSB3-037-VEC__wharfside-folk-festival-restored-festival-identity%2Fassets%2Fwharfside_acts.csv,verified
SB3-037-VEC,Wharfside Folk Festival - Restored festival identity,Vector & Print,13,wharfside_artwork_master.png,photoreal,png,25518173,27468bd8536822f7153bf4bcfd39a1fd834f47a3adc307edd6c85f94833c0e1c,retained_pending_visual_review,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-037-VEC__wharfside-folk-festival-restored-festival-identity/assets/wharfside_artwork_master.png,https://annotationprod.s3.ap-south-1.amazonaws.com/creative-ai-benchmark/v3.1/tasks/SB3-037-VEC__wharfside-folk-festival-restored-festival-identity/assets/wharfside_artwork_master.png,https://ap-south-1.console.aws.amazon.com/s3/object/annotationprod?region=ap-south-1&prefix=creative-ai-benchmark%2Fv3.1%2Ftasks%2FSB3-037-VEC__wharfside-folk-festival-restored-festival-identity%2Fassets%2Fwharfside_artwork_master.png,verified
SB3-037-VEC,Wharfside Folk Festival - Restored festival identity,Vector & Print,14,wharfside_nightcard_2025.pdf,data,pdf,43298,8c4cc090d58b812f2f603b9c252218ca7bdba171a68397e0fa0fa4e294a31faf,retained_pending_visual_review,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-037-VEC__wharfside-folk-festival-restored-festival-identity/assets/wharfside_nightcard_2025.pdf,https://annotationprod.s3.ap-south-1.amazonaws.com/creative-ai-benchmark/v3.1/tasks/SB3-037-VEC__wharfside-folk-festival-restored-festival-identity/assets/wharfside_nightcard_2025.pdf,https://ap-south-1.console.aws.amazon.com/s3/object/annotationprod?region=ap-south-1&prefix=creative-ai-benchmark%2Fv3.1%2Ftasks%2FSB3-037-VEC__wharfside-folk-festival-restored-festival-identity%2Fassets%2Fwharfside_nightcard_2025.pdf,verified
SB3-037-VEC,Wharfside Folk Festival - Restored festival identity,Vector & Print,15,wharfside_shop_note.txt,data,txt,1917,10406a49cf800ef279945e5f662254bd6d489c4441b1debed25c7d2edf1a38a4,retained_pending_visual_review,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-037-VEC__wharfside-folk-festival-restored-festival-identity/assets/wharfside_shop_note.txt,https://annotationprod.s3.ap-south-1.amazonaws.com/creative-ai-benchmark/v3.1/tasks/SB3-037-VEC__wharfside-folk-festival-restored-festival-identity/assets/wharfside_shop_note.txt,https://ap-south-1.console.aws.amazon.com/s3/object/annotationprod?region=ap-south-1&prefix=creative-ai-benchmark%2Fv3.1%2Ftasks%2FSB3-037-VEC__wharfside-folk-festival-restored-festival-identity%2Fassets%2Fwharfside_shop_note.txt,verified
SB3-037-VEC,Wharfside Folk Festival - Restored festival identity,Vector & Print,16,wharfside_wordmark_shed.jpg,logo_text,jpg,2108604,e9cbf3faa73905f469b8071ccaf61f1d0373fb84fb6efa89027dad724c41e0cc,retained_pending_visual_review,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-037-VEC__wharfside-folk-festival-restored-festival-identity/assets/wharfside_wordmark_shed.jpg,https://annotationprod.s3.ap-south-1.amazonaws.com/creative-ai-benchmark/v3.1/tasks/SB3-037-VEC__wharfside-folk-festival-restored-festival-identity/assets/wharfside_wordmark_shed.jpg,https://ap-south-1.console.aws.amazon.com/s3/object/annotationprod?region=ap-south-1&prefix=creative-ai-benchmark%2Fv3.1%2Ftasks%2FSB3-037-VEC__wharfside-folk-festival-restored-festival-identity%2Fassets%2Fwharfside_wordmark_shed.jpg,verified
SB3-038-VEC,Coble & Vane - One-color mark system,Vector & Print,1,cask_labels_2025_PRINT.pdf,source,pdf,737904,925d7f283a59d1a4e4b0ccc11f3e56697d7ef5042cd18f7f06aaf7b26f971b9a,retained_pending_visual_review,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-038-VEC__coble-and-vane-one-color-mark-system/assets/cask_labels_2025_PRINT.pdf,https://annotationprod.s3.ap-south-1.amazonaws.com/creative-ai-benchmark/v3.1/tasks/SB3-038-VEC__coble-and-vane-one-color-mark-system/assets/cask_labels_2025_PRINT.pdf,https://ap-south-1.console.aws.amazon.com/s3/object/annotationprod?region=ap-south-1&prefix=creative-ai-benchmark%2Fv3.1%2Ftasks%2FSB3-038-VEC__coble-and-vane-one-color-mark-system%2Fassets%2Fcask_labels_2025_PRINT.pdf,verified
SB3-038-VEC,Coble & Vane - One-color mark system,Vector & Print,2,cask_photo_198.jpg,photoreal,jpg,1719196,96c3df5ff6e6215bb0e56096b7f87bf411cdd64d7c4f3732af05f0e6c77f5964,retained_pending_visual_review,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-038-VEC__coble-and-vane-one-color-mark-system/assets/cask_photo_198.jpg,https://annotationprod.s3.ap-south-1.amazonaws.com/creative-ai-benchmark/v3.1/tasks/SB3-038-VEC__coble-and-vane-one-color-mark-system/assets/cask_photo_198.jpg,https://ap-south-1.console.aws.amazon.com/s3/object/annotationprod?region=ap-south-1&prefix=creative-ai-benchmark%2Fv3.1%2Ftasks%2FSB3-038-VEC__coble-and-vane-one-color-mark-system%2Fassets%2Fcask_photo_198.jpg,verified
SB3-038-VEC,Coble & Vane - One-color mark system,Vector & Print,3,cask_photo_214.jpg,photoreal,jpg,1856902,9a122497caafbad5d62c477e179f5b1222230426ca6860f6fab0029165016038,retained_pending_visual_review,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-038-VEC__coble-and-vane-one-color-mark-system/assets/cask_photo_214.jpg,https://annotationprod.s3.ap-south-1.amazonaws.com/creative-ai-benchmark/v3.1/tasks/SB3-038-VEC__coble-and-vane-one-color-mark-system/assets/cask_photo_214.jpg,https://ap-south-1.console.aws.amazon.com/s3/object/annotationprod?region=ap-south-1&prefix=creative-ai-benchmark%2Fv3.1%2Ftasks%2FSB3-038-VEC__coble-and-vane-one-color-mark-system%2Fassets%2Fcask_photo_214.jpg,verified
SB3-038-VEC,Coble & Vane - One-color mark system,Vector & Print,4,cask_photo_221.jpg,photoreal,jpg,1770846,bbd0b20a709976a6e497e16d360d94c27fec8f354d2109827a1a1cf904b17219,retained_pending_visual_review,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-038-VEC__coble-and-vane-one-color-mark-system/assets/cask_photo_221.jpg,https://annotationprod.s3.ap-south-1.amazonaws.com/creative-ai-benchmark/v3.1/tasks/SB3-038-VEC__coble-and-vane-one-color-mark-system/assets/cask_photo_221.jpg,https://ap-south-1.console.aws.amazon.com/s3/object/annotationprod?region=ap-south-1&prefix=creative-ai-benchmark%2Fv3.1%2Ftasks%2FSB3-038-VEC__coble-and-vane-one-color-mark-system%2Fassets%2Fcask_photo_221.jpg,verified
SB3-038-VEC,Coble & Vane - One-color mark system,Vector & Print,5,cask_photo_225.jpg,photoreal,jpg,1628542,fbe27be0a063a05060ceae540e0c6e7afd99332c46b470ecff80fb93e0642d80,retained_pending_visual_review,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-038-VEC__coble-and-vane-one-color-mark-system/assets/cask_photo_225.jpg,https://annotationprod.s3.ap-south-1.amazonaws.com/creative-ai-benchmark/v3.1/tasks/SB3-038-VEC__coble-and-vane-one-color-mark-system/assets/cask_photo_225.jpg,https://ap-south-1.console.aws.amazon.com/s3/object/annotationprod?region=ap-south-1&prefix=creative-ai-benchmark%2Fv3.1%2Ftasks%2FSB3-038-VEC__coble-and-vane-one-color-mark-system%2Fassets%2Fcask_photo_225.jpg,verified
SB3-038-VEC,Coble & Vane - One-color mark system,Vector & Print,6,cask_photo_229.jpg,photoreal,jpg,1672293,074075d9ded18b58a0a43455fbfe16c5fe02601f8f828e0d4cc8390624c5c9b1,retained_pending_visual_review,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-038-VEC__coble-and-vane-one-color-mark-system/assets/cask_photo_229.jpg,https://annotationprod.s3.ap-south-1.amazonaws.com/creative-ai-benchmark/v3.1/tasks/SB3-038-VEC__coble-and-vane-one-color-mark-system/assets/cask_photo_229.jpg,https://ap-south-1.console.aws.amazon.com/s3/object/annotationprod?region=ap-south-1&prefix=creative-ai-benchmark%2Fv3.1%2Ftasks%2FSB3-038-VEC__coble-and-vane-one-color-mark-system%2Fassets%2Fcask_photo_229.jpg,verified
SB3-038-VEC,Coble & Vane - One-color mark system,Vector & Print,7,cask_photo_231.jpg,photoreal,jpg,1740006,bb3fb4e720e0d9f7ce452cbe8b81a78740993d3a5f1677f4c549bcee4976b14f,retained_pending_visual_review,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-038-VEC__coble-and-vane-one-color-mark-system/assets/cask_photo_231.jpg,https://annotationprod.s3.ap-south-1.amazonaws.com/creative-ai-benchmark/v3.1/tasks/SB3-038-VEC__coble-and-vane-one-color-mark-system/assets/cask_photo_231.jpg,https://ap-south-1.console.aws.amazon.com/s3/object/annotationprod?region=ap-south-1&prefix=creative-ai-benchmark%2Fv3.1%2Ftasks%2FSB3-038-VEC__coble-and-vane-one-color-mark-system%2Fassets%2Fcask_photo_231.jpg,verified
SB3-038-VEC,Coble & Vane - One-color mark system,Vector & Print,8,cask_photo_233.jpg,photoreal,jpg,1827873,398cb605f6a7d42e4c5518e8c583a01ac7248c6fe23d60574fedd7ea15f49adf,retained_pending_visual_review,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-038-VEC__coble-and-vane-one-color-mark-system/assets/cask_photo_233.jpg,https://annotationprod.s3.ap-south-1.amazonaws.com/creative-ai-benchmark/v3.1/tasks/SB3-038-VEC__coble-and-vane-one-color-mark-system/assets/cask_photo_233.jpg,https://ap-south-1.console.aws.amazon.com/s3/object/annotationprod?region=ap-south-1&prefix=creative-ai-benchmark%2Fv3.1%2Ftasks%2FSB3-038-VEC__coble-and-vane-one-color-mark-system%2Fassets%2Fcask_photo_233.jpg,verified
SB3-038-VEC,Coble & Vane - One-color mark system,Vector & Print,9,cask_photo_238.jpg,photoreal,jpg,1788219,29e6aac9f5ec4481d86d35393ebe77c2fd6949c98b6bb94d89e138a1a1358b58,retained_pending_visual_review,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-038-VEC__coble-and-vane-one-color-mark-system/assets/cask_photo_238.jpg,https://annotationprod.s3.ap-south-1.amazonaws.com/creative-ai-benchmark/v3.1/tasks/SB3-038-VEC__coble-and-vane-one-color-mark-system/assets/cask_photo_238.jpg,https://ap-south-1.console.aws.amazon.com/s3/object/annotationprod?region=ap-south-1&prefix=creative-ai-benchmark%2Fv3.1%2Ftasks%2FSB3-038-VEC__coble-and-vane-one-color-mark-system%2Fassets%2Fcask_photo_238.jpg,verified
SB3-038-VEC,Coble & Vane - One-color mark system,Vector & Print,10,cask_photo_240.jpg,photoreal,jpg,1924603,9c6ea6d705532f25366ad6c252d2964747efe8de021eae93aada271598a9e7ba,retained_pending_visual_review,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-038-VEC__coble-and-vane-one-color-mark-system/assets/cask_photo_240.jpg,https://annotationprod.s3.ap-south-1.amazonaws.com/creative-ai-benchmark/v3.1/tasks/SB3-038-VEC__coble-and-vane-one-color-mark-system/assets/cask_photo_240.jpg,https://ap-south-1.console.aws.amazon.com/s3/object/annotationprod?region=ap-south-1&prefix=creative-ai-benchmark%2Fv3.1%2Ftasks%2FSB3-038-VEC__coble-and-vane-one-color-mark-system%2Fassets%2Fcask_photo_240.jpg,verified
SB3-038-VEC,Coble & Vane - One-color mark system,Vector & Print,11,cask_photo_241.jpg,photoreal,jpg,1736804,8a457ad3839c1db37b13e4d14d7e359e7d5b4ffd5ce7293cf8509b047804ee51,retained_pending_visual_review,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-038-VEC__coble-and-vane-one-color-mark-system/assets/cask_photo_241.jpg,https://annotationprod.s3.ap-south-1.amazonaws.com/creative-ai-benchmark/v3.1/tasks/SB3-038-VEC__coble-and-vane-one-color-mark-system/assets/cask_photo_241.jpg,https://ap-south-1.console.aws.amazon.com/s3/object/annotationprod?region=ap-south-1&prefix=creative-ai-benchmark%2Fv3.1%2Ftasks%2FSB3-038-VEC__coble-and-vane-one-color-mark-system%2Fassets%2Fcask_photo_241.jpg,verified
SB3-038-VEC,Coble & Vane - One-color mark system,Vector & Print,12,cask_photo_250.jpg,photoreal,jpg,1597540,c9576c527719e67e22baa55604749095c454dab0ad36a14c724bbe9e39767efb,retained_pending_visual_review,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-038-VEC__coble-and-vane-one-color-mark-system/assets/cask_photo_250.jpg,https://annotationprod.s3.ap-south-1.amazonaws.com/creative-ai-benchmark/v3.1/tasks/SB3-038-VEC__coble-and-vane-one-color-mark-system/assets/cask_photo_250.jpg,https://ap-south-1.console.aws.amazon.com/s3/object/annotationprod?region=ap-south-1&prefix=creative-ai-benchmark%2Fv3.1%2Ftasks%2FSB3-038-VEC__coble-and-vane-one-color-mark-system%2Fassets%2Fcask_photo_250.jpg,verified
SB3-038-VEC,Coble & Vane - One-color mark system,Vector & Print,13,cask_photo_254.jpg,photoreal,jpg,1708507,6a5e6839e9899c0ec37e0db032e6f126405ee1d9476804f8810fb0d81a173b9a,retained_pending_visual_review,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-038-VEC__coble-and-vane-one-color-mark-system/assets/cask_photo_254.jpg,https://annotationprod.s3.ap-south-1.amazonaws.com/creative-ai-benchmark/v3.1/tasks/SB3-038-VEC__coble-and-vane-one-color-mark-system/assets/cask_photo_254.jpg,https://ap-south-1.console.aws.amazon.com/s3/object/annotationprod?region=ap-south-1&prefix=creative-ai-benchmark%2Fv3.1%2Ftasks%2FSB3-038-VEC__coble-and-vane-one-color-mark-system%2Fassets%2Fcask_photo_254.jpg,verified
