task_id,title,vertical,category,deliverable,workflow,tool_calls,distinct_tools,difficulty,freelancer_price_usd,price_display,price_source,platform,upwork_budget_raw,source_job_title
AO-98,"Velvet Hour Sessions live-set footage review: multi-clip raw-concert audit, best-take selection + unusable-clip cull, delivered as a shot-selection log with a flagged-frame contact-sheet PDF","Arts, Culture & Music",video_edit,"Review every raw concert clip from the Velvet Hour Sessions multi-cam shoot, judge keepers vs unusable takes, and delive",analyze,13,9,T2_basic,25,$25,real_upwork_budget,Upwork,Fixed price Expert Est. budget: $25.00,Davinci Resolve Editor
AO-99,"Lunara Silver Reel repurpose pack: reframe one product-showcase clip to 9:16 / 1:1 / 16:9, AI sizzle cutdown, cleaned founder VO, caption sheet + vectorized wordmark end-card asset",Retail & E-commerce,video_edit,"Take Lunara Silver's one raw vertical pendant-showcase clip, raw founder voiceover, product hero still, and flat wordmar",edit,25,17,T3_intermediate,70,~$70 est.,estimate_market_rate,Freelancer.com,,Video Editor for Traya Jewels
AO-104,Northwind Advisory corporate headshots: batch retouch + grade a 3-frame studio session into LinkedIn/website/print deliverables with clean black-and-white alternates,professional_services,headshot_portrait,Batch-retouch and colour-grade three raw studio headshot frames of one Northwind executive into a consistent set of full,edit,43,13,T4_advanced,105,~$105 est.,estimate_market_rate,Freelancer.com,,Traditional Corporate Headshot Session Needed
AO-105,Nocturne Sessions duotone gig poster: two-tone artist-photo FX + wordmark vectorize + InDesign template merge to print PDF/JPEG,arts_culture_music,duotone_poster_fx,"Give the raw band press photo a bold two-tone (duotone) FX treatment, vectorize the supplied Nocturne Sessions wordmark,",create,16,15,T3_intermediate,25,$25,real_upwork_budget,Freelancer.com,Fixed price Intermediate Est. budget: $25.00,Modern Album Logo & Cover Design
AO-106,Nordheim Atelier FW26 editorial poster series: duotone/halftone grayscale-cutout treatment of four runway looks into print-ready posters,fashion_apparel,duotone_poster_fx,"Cut four raw runway looks off their backgrounds, drive each to a consistent grayscale duotone/halftone editorial treatme",edit,40,15,T4_advanced,500,$500,real_upwork_budget,Upwork,Fixed price Intermediate Est. budget: $500.00,Thumbnail & Editorial Image Designer Needed for Newsletter
AO-107,"Deli & Dough Uber Eats hero banner: grade + cut out four supplied deli shots, source a butcher-paper backdrop, vectorize the wordmark, and bind into an authored 2880x2304 banner template for print-ready export","Food, Hospitality & Travel",stock_hero_expand,"Grade four raw deli photos to one cohesive gritty-warm look, cut the hero sandwich onto transparency, source a butcher-p",create,29,16,T4_advanced,90,$20–$40/hr,real_upwork_budget,Upwork,"Hourly: $20.00 - $40.00 Intermediate Est. time: Less than 1 month, Less than 30",Graphic designer needed: Uber Eats banner for a NY style sandwich brand
AO-109,Kantyna Nova website photo grade: batch-retouch 8 raw restaurant food photos to a cohesive premium look + desktop/mobile crops,"Food, Restaurant & Beverage",food_bev_photo,"Batch-retouch eight raw restaurant food photos to one cohesive premium color grade, straightened and cleaned up, then de",edit,39,15,T4_advanced,95,~$95 est.,estimate_market_rate,Freelancer.com,,Professional Photo Editor for Restaurant Brand
AO-110,Summit & Sable eCommerce catalog: batch color-grade six product shots to house look + recolor hardware/label accents without reshoot,retail_ecommerce,color_grade_lr,"Batch color-grade six existing Summit & Sable product photos to one consistent house look, then non-destructively recolo",edit,33,11,T4_advanced,90,$8–$45/hr,real_upwork_budget,Upwork,"Hourly: $8.00 - $45.00 Expert Est. time: 1 to 3 months, 30+ hrs/week",Professional Photoshop Editor Needed for Ongoing eCommerce Product Editing & Color Swapping
AO-111,"Restore a Faded, Scratched Family Keepsake Photo to a Framed A4 Print",media_publishing,photo_restore,"Restore one treasured, faded and scratched 1970s family keepsake scan -- correct the color cast and faded contrast, reco",edit,17,17,T3_intermediate,55,~$55 est.,estimate_market_rate,Freelancer.com,,Old Picture Restoration
AO-112,"SlabVault graded-card Shopify batch: background removal onto clean white, straighten, center, and 2048x2048 export",retail_ecommerce,product_ecom_whitebg,"Cut six iPhone-shot graded trading-card / hobby-box photos out of their cluttered backgrounds, straighten and tone them,",edit,37,10,T4_advanced,100,$5–$50/hr,real_upwork_budget,Upwork,"Hourly: $5.00 - $50.00 Intermediate Est. time: More than 6 months, 30+ hrs/week",Shopify Product Photo Editor — Background Removal & Centering
AO-113,Loomhearth flat-lay apparel: batch background cut-outs + consistent mid-gray marketplace pack,Fashion & Apparel,bg_removal_batch,"Take six already-shot raw overhead flat-lay apparel photos, straighten and color-true each, cut every garment cleanly of",edit,49,13,T4_advanced,115,~$115 est.,estimate_market_rate,Freelancer.com,,Flat Lay Apparel Product Photography
AO-114,"Lumora ""Dewdrop"" lip-oil color-variant set: cut out on white, recolor one hero shot into 8 shade variants + spec sheet",beauty_cosmetics,product_ecom_whitebg,"Clean up and cut out one raw phone shot of the Dewdrop lip-oil bottle onto a white e-commerce background, then recolor t",edit,23,15,T3_intermediate,65,~$65 est.,estimate_market_rate,Upwork,,Blind Box Packaging Design (PART A — Product Photo Retouching)
AO-115,Rukmini Silverworks 925 jewelry catalog: batch isolate-on-pure-white with metal grade + consistent 3000px square e-com crops (transparent PNG + white-BG JPEG per SKU),jewelry_luxury_goods,bg_removal_batch,"Batch-process six raw 925-silver SKU photos into consistent, cast-free, pure-#FFFFFF e-commerce images — isolate each pi",edit,47,15,T4_advanced,115,~$115 est.,estimate_market_rate,Freelancer.com,,Nagpur Silver Jewelry Photoshoot
AO-116,Umbra Loft noir concert-series poster art: three archival live shots driven to a matched two-tone amber/ink duotone + halftone treatment for print and social,arts_culture_music,duotone_poster_fx,Take three flat archival live-performance photos and drive all three to a matched noir two-tone (amber-highlight / deep-,edit,36,12,T4_advanced,90,~$90 est.,estimate_market_rate,Freelancer.com,,MidSight Noir
AO-117,"Marisol Cove boutique-hotel homepage hero: license widescreen stock, crop desktop + mobile banners, grade to warm coastal look, place vectorized logo, InDesign export to web JPEG/PNG + print PDF",hospitality_travel,stock_hero_expand,"License a large widescreen coastal stock photo, crop it into desktop and mobile homepage hero frames, grade both to a wa",create,18,15,T3_intermediate,15,$15,real_upwork_budget,Upwork,Fixed price Expert Est. budget: $15.00,Shopify banner design
AO-118,"Fizzwild kombucha website hero + banner set: license oversized stock beverage shots, reframe to exact hero/header/CTA/banner sizes, grade to one cohesive family, deliver web-ready pack + style reference","Food, Restaurant & Beverage",stock_hero_expand,"License oversized beverage/lifestyle stock photos, reframe them DOWN to Fizzwild's desktop-hero / mobile-hero / section-",create,29,12,T4_advanced,75,~$75 est.,estimate_market_rate,Freelancer.com,,Vibrant Social & Web Graphics
AO-119,"Harbor Crest Realty website visual refresh: license one large Adobe Stock architecture hero, brand-grade it, crop/reframe into desktop + tablet + mobile heroes, section headers and banner ads, and vectorize the logo for placement","Real Estate, Construction & Property",stock_hero_reframe,"License one large Adobe Stock architecture photograph, brand-grade it to the Harbor Crest palette, then crop/reframe tha",create,22,16,T3_intermediate,65,~$65 est.,estimate_market_rate,Freelancer.com,,Vibrant Social & Web Graphics
AO-120,"NOURA daily-greens DTC paid-social video ad package: UGC talking-head mashup cut with multi-hook variants, 9:16 / 1:1 / 16:9 reframes, cleaned UGC audio, on-brand caption / callout graphic plates, and a graded scroll-stopper thumbnail",health_wellness,video_edit,"Turn NOURA's batch of raw UGC creator talking-head clips plus product b-roll, a flat wordmark, a thumbnail hero still, a",edit,28,20,T4_advanced,75,~$75 est.,estimate_market_rate,PeoplePerHour,,Video Ads for DTC Supplement Brand (UGC / VSL / Mashup)
AO-121,"Sable & Finch Realty listing tour: branded 16:9 master property walkthrough with 9:16 reel + 1:1 square cutdowns, licensed music bed, cleaned agent narration, color-match grade reference, YouTube thumbnail, and on-brand lower-third / end-card graphic plates",real_estate,video_edit,"Turn Sable & Finch Realty's four raw handheld property-walkthrough / exterior clips, flat logo, warm brand look-referenc",edit,36,26,T4_advanced,90,~$90 est.,estimate_market_rate,Upwork,,Real Estate Listing / Property Tour Video Editor
AO-122,"Ember & Oak wood-fired restaurant sizzle reel: warm-graded sizzle cut with 9:16 + 1:1 reframes, cleaned owner VO, menu title-card / price-callout graphic plates, hero cover thumbnail, and an animated logo end-card",food_beverage,video_edit,"Turn Ember & Oak's four raw dish/kitchen b-roll clips, a flat plated-hero still, a flat logo, a noisy phone voiceover, a",edit,36,27,T4_advanced,55,$10–$20/hr,real_upwork_budget,Upwork,Hourly $10-$20,Restaurant Social Media Reel / Food Video Editor
AO-123,"Meridian Academy online-course explainer edit: assemble a talking-head lecture + slide / spreadsheet screencasts into a clean 16:9 lesson master, a 9:16 promo cut, cleaned lecture audio, a graded course thumbnail, and intro / lower-third / caption graphic plates",education,video_edit,Turn Meridian Academy's raw Lesson 4 material — a noisy talking-head lecture clip plus slide-deck and spreadsheet screen,edit,31,22,T4_advanced,80,~$80 est.,estimate_market_rate,Freelancer.com,,"Online Course / Explainer Video Editor — edit a recorded lecture plus slide and screen-recording b-roll into a polished lesson video with intro/outro cards, lower-thirds, on-screen key-point captions, cleaned audio, and social + thumbnail deliverables"
