i,verified_grade,title,vertical,platform,url,groups,est_calls,orig_v2_grade,audit
925,express,Minimalistic Wealth Creation Book Design,"Finance, Crypto & Professional Services",Freelancer.com,https://www.freelancer.com/projects/book-design/Minimalistic-Wealth-Creation-Book-Design,express|layout,10,express,confirm
928,express,Modern Business Promo Design,"Finance, Crypto & Professional Services",Freelancer.com,https://www.freelancer.com/projects/web-design/Modern-Business-Promo-Design,express|photo,6,express,confirm
939,express,Pitch Deck Completion Assistance,"Finance, Crypto & Professional Services",Upwork,https://www.upwork.com/nx/search/jobs/?q=Pitch%20Deck%20Completion%20Assistance,express|layout,6,express,confirm
940,express,Pitch Deck Design Specialist Needed,"Finance, Crypto & Professional Services",Upwork,https://www.upwork.com/nx/search/jobs/?q=Pitch%20Deck%20Design%20Specialist%20Needed,express|layout,8,express,confirm
941,express,Pitch Deck Designer,"Finance, Crypto & Professional Services",Upwork,https://www.upwork.com/nx/search/jobs/?q=Pitch%20Deck%20Designer,express|layout,10,express,confirm
942,express,Pitch Deck Designer Needed,"Finance, Crypto & Professional Services",Upwork,https://www.upwork.com/nx/search/jobs/?q=Pitch%20Deck%20Designer%20Needed,express|layout,8,express,confirm
943,express,Pitch Deck Designer Needed for Quick Slide Refinements,"Finance, Crypto & Professional Services",Upwork,https://www.upwork.com/nx/search/jobs/?q=Pitch%20Deck%20Designer%20Needed%20for%20Quick%20Slide%20Refinements,express|layout,5,express,confirm
944,express,"Pitch Deck Polish – B2B Broadband Startup (10 slides, dark theme)","Finance, Crypto & Professional Services",Upwork,"https://www.upwork.com/nx/search/jobs/?q=Pitch%20Deck%20Polish%20–%20B2B%20Broadband%20Startup%20(10%20slides,%",express|layout,6,express,confirm
945,express,"Pitch Deck Redesigner — 17 slides, 3-day turnaround (investor-grade)","Finance, Crypto & Professional Services",Upwork,"https://www.upwork.com/nx/search/jobs/?q=Pitch%20Deck%20Redesigner%20—%2017%20slides,%203-day%20turnaround%20(i",express|layout,10,express,confirm
946,express,Pitch Deck – Visual Design,"Finance, Crypto & Professional Services",Upwork,https://www.upwork.com/nx/search/jobs/?q=Pitch%20Deck%20–%20Visual%20Design,express|layout,8,express,confirm
947,express,Pitch deck for startup,"Finance, Crypto & Professional Services",Upwork,https://www.upwork.com/nx/search/jobs/?q=Pitch%20deck%20for%20startup,express|layout,8,express,confirm
948,express,Polish 3 Finance Slides,"Finance, Crypto & Professional Services",Freelancer.com,https://www.freelancer.com/projects/typography/Polish-Finance-Slides,express|layout,4,express,confirm
949,express,PowerPoint Presentation Template Specialist – for Financial Advisory,"Finance, Crypto & Professional Services",Upwork,https://www.upwork.com/nx/search/jobs/?q=PowerPoint%20Presentation%20Template%20Specialist%20–%20for%20Financia,express|layout,10,express,confirm
950,express,"Presentation Deck Designer Needed — 15 Slides (Layout + Imagery, Copy Already Written)","Finance, Crypto & Professional Services",Upwork,https://www.upwork.com/nx/search/jobs/?q=Presentation%20Deck%20Designer%20Needed%20—%2015%20Slides%20(Layout%20,express|layout,8,express,confirm
951,express,Presentation Designer Needed,"Finance, Crypto & Professional Services",Upwork,https://www.upwork.com/nx/search/jobs/?q=Presentation%20Designer%20Needed,express|layout,8,express,confirm
952,express,Presentation Designer Needed for 20 Slide Deck,"Finance, Crypto & Professional Services",Upwork,https://www.upwork.com/nx/search/jobs/?q=Presentation%20Designer%20Needed%20for%2020%20Slide%20Deck,express|layout,10,express,confirm
953,express,Presentation Designer Needed for Compelling Pitch Deck,"Finance, Crypto & Professional Services",Upwork,https://www.upwork.com/nx/search/jobs/?q=Presentation%20Designer%20Needed%20for%20Compelling%20Pitch%20Deck,express|layout,8,express,confirm
954,express,Presentation Designer for Executive Leadership,"Finance, Crypto & Professional Services",Upwork,https://www.upwork.com/nx/search/jobs/?q=Presentation%20Designer%20for%20Executive%20Leadership,express|layout,8,express,confirm
955,express,Presentation Designer needed for a 15-slide pitch deck,"Finance, Crypto & Professional Services",Upwork,https://www.upwork.com/nx/search/jobs/?q=Presentation%20Designer%20needed%20for%20a%2015-slide%20pitch%20deck,express|layout,10,express,confirm
961,express,Social Media Manager & Graphic Designer Needed,"Finance, Crypto & Professional Services",Upwork,https://www.upwork.com/nx/search/jobs/?q=Social%20Media%20Manager%20&%20Graphic%20Designer%20Needed,express|video|layout,12,express,confirm
964,express,Startup Pitch Deck Designer,"Finance, Crypto & Professional Services",Upwork,https://www.upwork.com/nx/search/jobs/?q=Startup%20Pitch%20Deck%20Designer,express|layout,10,express,confirm
965,express,Swimwear Catalog Design,"Finance, Crypto & Professional Services",Upwork,https://www.upwork.com/nx/search/jobs/?q=Swimwear%20Catalog%20Design,express|layout|datamerge|photo,14,express,confirm
967,express,Telegram Promo Trading Success Book,"Finance, Crypto & Professional Services",Freelancer.com,https://www.freelancer.com/projects/social-media-marketing/Telegram-Promo-Trading-Success-Book,express|photo,8,express,confirm
968,express,Thumbnail Artist,"Finance, Crypto & Professional Services",Upwork,https://www.upwork.com/nx/search/jobs/?q=Thumbnail%20Artist,express|photo,5,full,confirm
969,express,Thumbnail Designer for YouTube Channel,"Finance, Crypto & Professional Services",Upwork,https://www.upwork.com/nx/search/jobs/?q=Thumbnail%20Designer%20for%20YouTube%20Channel,express|photo,5,express,confirm
972,express,Trifold brochure design,"Finance, Crypto & Professional Services",Upwork,https://www.upwork.com/nx/search/jobs/?q=Trifold%20brochure%20design,express|layout,6,express,confirm
979,express,Update Pitch Deck and Take Notes,"Finance, Crypto & Professional Services",Upwork,https://www.upwork.com/nx/search/jobs/?q=Update%20Pitch%20Deck%20and%20Take%20Notes,layout|express|stock,8,express,confirm
980,express,Update Visual Design of CV,"Finance, Crypto & Professional Services",Upwork,https://www.upwork.com/nx/search/jobs/?q=Update%20Visual%20Design%20of%20CV,layout|express,5,express,confirm
988,express,1-Minute Silent Video for Website Homepage,"Food, Restaurant & Beverage",Freelancer.com,https://www.freelancer.com/projects/ai-video/Minute-Silent-Video-for-Website,express|video|stock,9,express,confirm
993,express,Adobe Illustrator - Menu remake restaurant,"Food, Restaurant & Beverage",Upwork,https://www.upwork.com/nx/search/jobs/?q=Adobe%20Illustrator%20-%20Menu%20remake%20restaurant,layout|express,6,express,confirm
995,express,Advertising banner,"Food, Restaurant & Beverage",Upwork,https://www.upwork.com/nx/search/jobs/?q=Advertising%20banner,express|photo|stock,7,express,confirm
998,express,Bakery B2B Catalog Development,"Food, Restaurant & Beverage",Freelancer.com,https://www.freelancer.com/projects/catalog-design/Bakery-Catalog-Development,layout|express|stock,10,express,confirm
1000,express,Beer can / tap badge design and artworking,"Food, Restaurant & Beverage",Upwork,https://www.upwork.com/nx/search/jobs/?q=Beer%20can%20/%20tap%20badge%20design%20and%20artworking,express|layout|photo,7,express,confirm
1001,express,Boutique Hotel Sales Document Creation,"Food, Restaurant & Beverage",Freelancer.com,https://www.freelancer.com/projects/accounting/Boutique-Hotel-Sales-Document-Creation,layout|express|photo|stock,11,express,confirm
1013,express,Cafe Beverage Sticker Redesign,"Food, Restaurant & Beverage",Freelancer.com,https://www.freelancer.com/projects/adobe-illustrator/Cafe-Beverage-Sticker-Redesign,express|datamerge|layout,8,express,confirm
1014,express,Cafe Menu Design,"Food, Restaurant & Beverage",Upwork,https://www.upwork.com/nx/search/jobs/?q=Cafe%20Menu%20Design,express|layout,6,express,confirm
1015,express,Canva Café Menu Designer Needed Editable A4 I have the mock up,"Food, Restaurant & Beverage",PeoplePerHour,https://www.peopleperhour.com/freelance-jobs/canva-caf%C3%A9-menu-designer-needed-editable-a4-i-have-the-mock-4496221,express|layout,6,express,confirm
1016,express,Canva Designer for Social Media Template Systems,"Food, Restaurant & Beverage",Upwork,https://www.upwork.com/nx/search/jobs/?q=Canva%20Designer%20for%20Social%20Media%20Template%20Systems,express,6,express,confirm
1017,express,Canva Newsletter and social media post designer,"Food, Restaurant & Beverage",Upwork,https://www.upwork.com/nx/search/jobs/?q=Canva%20Newsletter%20and%20social%20media%20post%20designer,express|layout,9,express,confirm
1018,express,Canva Restaurant Menu Template Design,"Food, Restaurant & Beverage",Upwork,https://www.upwork.com/nx/search/jobs/?q=Canva%20Restaurant%20Menu%20Template%20Design,express|layout,6,express,confirm
1020,express,Catalog Designer,"Food, Restaurant & Beverage",Upwork,https://www.upwork.com/nx/search/jobs/?q=Catalog%20Designer,layout|datamerge|photo,12,express,confirm
1021,express,Catchy Water Bottle Label Design,"Food, Restaurant & Beverage",Freelancer.com,https://www.freelancer.com/projects/adobe-illustrator/Catchy-Water-Bottle-Label-Design-40492783,express|photo,6,express,confirm
1025,express,"Coffee Table Book Layout - Text, Photos, Captions, some Graphics","Food, Restaurant & Beverage",Upwork,https://www.upwork.com/nx/search/jobs/?q=Coffee%20Table%20Book%20Layout%20Text%20,layout|photo|datamerge,13,express,confirm
1030,express,Create Online DoorDash Menu,"Food, Restaurant & Beverage",Upwork,https://www.upwork.com/nx/search/jobs/?q=Create%20Online%20DoorDash%20Menu,express|layout,6,express,confirm
1032,express,Create a Digital Menu Design Board for restaurant,"Food, Restaurant & Beverage",Upwork,https://www.upwork.com/nx/search/jobs/?q=Create%20a%20Digital%20Menu%20Design%20Board%20for%20restaurant,express|layout,8,express,confirm
1035,express,Creative modern menu designer for takeaways & restaurants,"Food, Restaurant & Beverage",Upwork,https://www.upwork.com/nx/search/jobs/?q=Creative%20modern%20menu%20designer%20for%20takeaways%20&%20restaurant,express|layout,6,express,confirm
1040,express,Desain Grafis & Artikel Blog,"Food, Restaurant & Beverage",Freelancer.com,https://www.freelancer.com/projects/graphic-design/Desain-Grafis-Artikel-Blog,express|photo,9,express,confirm
1041,express,Design Sticker for Pasta Sauce Jar,"Food, Restaurant & Beverage",Upwork,https://www.upwork.com/nx/search/jobs/?q=Design%20Sticker%20for%20Pasta%20Sauce%20Jar,express|photo,5,express,confirm
1042,express,Design for Recipe Booklet,"Food, Restaurant & Beverage",Upwork,https://www.upwork.com/nx/search/jobs/?q=Design%20for%20Recipe%20Booklet,layout|photo,8,express,confirm
1043,express,Designer needed to create Professional looking restaurant menu,"Food, Restaurant & Beverage",Upwork,https://www.upwork.com/nx/search/jobs/?q=Designer%20needed%20to%20create%20Professional%20looking%20restaurant%,layout|express,6,express,confirm
1044,express,Digital Menu Design,"Food, Restaurant & Beverage",Upwork,https://www.upwork.com/nx/search/jobs/?q=Digital%20Menu%20Design,express|layout|video,9,express,confirm
1045,express,Digital Menu Design and Animation for Restaurant,"Food, Restaurant & Beverage",Freelancer.com,https://www.freelancer.com/projects/3d-animation/Digital-Menu-Design-Animation-for,express|video,10,express,confirm
1046,express,Digital Signage Menu Design,"Food, Restaurant & Beverage",Upwork,https://www.upwork.com/nx/search/jobs/?q=Digital%20Signage%20Menu%20Design,express|video,11,express,confirm
1047,express,Drink Menu Design for Restaurant,"Food, Restaurant & Beverage",Upwork,https://www.upwork.com/nx/search/jobs/?q=Drink%20Menu%20Design%20for%20Restaurant,express|layout,6,express,confirm
1050,express,Experienced Amazon & eBay Manager Required to Launch and Grow Australian eCommerce Brand,"Food, Restaurant & Beverage",Upwork,https://www.upwork.com/nx/search/jobs/?q=Experienced%20Amazon%20&%20eBay%20Manager%20Required%20to%20Launch%20a,photo|express,6,express,confirm
1051,express,Experienced Menu Designer Needed for Restaurant Menu,"Food, Restaurant & Beverage",Upwork,https://www.upwork.com/nx/search/jobs/?q=Experienced%20Menu%20Designer%20Needed%20for%20Restaurant%20Menu,express|layout,6,express,confirm
1055,express,Fast Casual Restaurant TV Menu Design,"Food, Restaurant & Beverage",Upwork,https://www.upwork.com/nx/search/jobs/?q=Fast%20Casual%20Restaurant%20TV%20Menu%20Design,express|layout,7,express,confirm
1056,express,Fast-Food Menu Illustrator Design,"Food, Restaurant & Beverage",Freelancer.com,https://www.freelancer.com/projects/adobe-illustrator/Fast-Food-Menu-Illustrator-Design,layout|express,7,express,confirm
1059,express,Flyer Design for Arabic Catering,"Food, Restaurant & Beverage",Upwork,https://www.upwork.com/nx/search/jobs/?q=Flyer%20Design%20for%20Arabic%20Catering,express|photo|stock,7,express,confirm
1073,express,Graphic Design & Formatting for 3-4 Page Tech Proposal (Divine Dustbin),"Food, Restaurant & Beverage",Upwork,https://www.upwork.com/nx/search/jobs/?q=Graphic%20Design%20&%20Formatting%20for%203-4%20Page%20Tech%20Proposal,layout|express,7,express,confirm
1074,express,Graphic Design Menu for Coffee Shop,"Food, Restaurant & Beverage",Upwork,https://www.upwork.com/nx/search/jobs/?q=Graphic%20Design%20Menu%20for%20Coffee%20Shop,express|layout,6,express,confirm
1076,express,Graphic Designer,"Food, Restaurant & Beverage",Upwork,https://www.upwork.com/nx/search/jobs/?q=Graphic%20Designer,photo|express|layout,9,express,confirm
1077,express,Graphic Designer + Video Ads / Content Creator,"Food, Restaurant & Beverage",Upwork,https://www.upwork.com/nx/search/jobs/?q=Graphic%20Designer%20+%20Video%20Ads%20/%20Content%20Creator,photo|express|video,10,express,confirm
1078,express,Graphic Designer Needed for Performance Meta Ads (Food & Beverage Brands),"Food, Restaurant & Beverage",Upwork,https://www.upwork.com/nx/search/jobs/?q=Graphic%20Designer%20Needed%20for%20Performance%20Meta%20Ads%20(Food%2,express|photo|layout,10,express,confirm
1079,express,Graphic Designer Needed for Restaurant,"Food, Restaurant & Beverage",Upwork,https://www.upwork.com/nx/search/jobs/?q=Graphic%20Designer%20Needed%20for%20Restaurant,express|layout|photo,8,express,confirm
1080,express,Graphic Designer Needed for Restaurant Menu Finalization,"Food, Restaurant & Beverage",Upwork,https://www.upwork.com/nx/search/jobs/?q=Graphic%20Designer%20Needed%20for%20Restaurant%20Menu%20Finalization,layout|express,6,express,confirm
1081,express,Graphic Designer Needed for Two-Sided Restaurant Table Menu,"Food, Restaurant & Beverage",PeoplePerHour,https://www.peopleperhour.com/freelance-jobs/graphic-designer-needed-for-two-sided-restaurant-table-menu-4496353,express|layout,6,express,confirm
1083,express,Graphic Designer for B2B Industrial Brochure (Infographics included),"Food, Restaurant & Beverage",Upwork,https://www.upwork.com/nx/search/jobs/?q=Graphic%20Designer%20for%20B2B%20Industrial%20Brochure%20(Infographics,layout|express|photo,11,express,confirm
1084,express,Graphic Designer for Emails,"Food, Restaurant & Beverage",Upwork,https://www.upwork.com/nx/search/jobs/?q=Graphic%20Designer%20for%20Emails,express|photo,7,express,confirm
1086,express,Graphic Designer for Social Media Content,"Food, Restaurant & Beverage",Upwork,https://www.upwork.com/nx/search/jobs/?q=Graphic%20Designer%20for%20Social%20Media%20Content,express|photo,8,express,confirm
1087,express,Graphic Designer for Sticker Creation,"Food, Restaurant & Beverage",Upwork,https://www.upwork.com/nx/search/jobs/?q=Graphic%20Designer%20for%20Sticker%20Creation,express|photo,5,express,confirm
1088,express,Graphic Designer for Winery Invites,"Food, Restaurant & Beverage",Upwork,https://www.upwork.com/nx/search/jobs/?q=Graphic%20Designer%20for%20Winery%20Invites,express|datamerge|layout,8,express,confirm
1089,express,Graphic Designer – B2B SaaS Website Images (Figma),"Food, Restaurant & Beverage",Upwork,https://www.upwork.com/nx/search/jobs/?q=Graphic%20Designer%20–%20B2B%20SaaS%20Website%20Images%20(Figma),express|photo,10,express,confirm
1090,express,Graphic Designer — Trade Sticker & Print Template Specialist,"Food, Restaurant & Beverage",Upwork,https://www.upwork.com/nx/search/jobs/?q=Graphic%20Designer%20—%20Trade%20Sticker%20&%20Print%20Template%20Spec,layout|datamerge|express,8,express,confirm
1097,express,"I need a menu designer for print, online, and TV menus for my restaurant.","Food, Restaurant & Beverage",Upwork,"https://www.upwork.com/nx/search/jobs/?q=I%20need%20a%20menu%20designer%20for%20print,%20online,%20and%20TV%20m",express|layout|video,11,express,confirm
1099,express,Ice Cream Festival Presentation Design (From Scratch),"Food, Restaurant & Beverage",Upwork,https://www.upwork.com/nx/search/jobs/?q=Ice%20Cream%20Festival%20Presentation%20Design%20(From%20Scratch),express|layout|photo|stock,12,express,confirm
1104,express,Indian Restaurant Menu Design,"Food, Restaurant & Beverage",Upwork,https://www.upwork.com/nx/search/jobs/?q=Indian%20Restaurant%20Menu%20Design,express|layout,6,express,confirm
1106,express,Italian Restaurant Marketing Specialist,"Food, Restaurant & Beverage",Freelancer.com,https://www.freelancer.com/projects/graphic-design/Italian-Restaurant-Marketing-Specialist,express|video|photo,11,express,confirm
1108,express,Junk Food Poster Design,"Food, Restaurant & Beverage",Upwork,https://www.upwork.com/nx/search/jobs/?q=Junk%20Food%20Poster%20Design,express|photo|stock,7,express,confirm
1128,express,Looking for modern catalog designer,"Food, Restaurant & Beverage",Upwork,https://www.upwork.com/nx/search/jobs/?q=Looking%20for%20modern%20catalog%20designer,layout|photo|express,13,express,confirm
1129,express,Marketing Designer & Video Editor (Facebook Ads),"Food, Restaurant & Beverage",PeoplePerHour,https://www.peopleperhour.com/freelance-jobs/marketing-designer-video-editor-facebook-ads-4498791,video|express,8,express,confirm
1132,express,Menu Creation for Restaurant,"Food, Restaurant & Beverage",Upwork,https://www.upwork.com/nx/search/jobs/?q=Menu%20Creation%20for%20Restaurant,express|layout,6,express,confirm
1133,express,Menu Design and Creation Specialist Needed,"Food, Restaurant & Beverage",Upwork,https://www.upwork.com/nx/search/jobs/?q=Menu%20Design%20and%20Creation%20Specialist%20Needed,express|layout,6,express,confirm
1134,express,Menu Design for Mexican Restaurant,"Food, Restaurant & Beverage",Upwork,https://www.upwork.com/nx/search/jobs/?q=Menu%20Design%20for%20Mexican%20Restaurant,express|layout,7,express,confirm
1135,express,Menu Design for Restaurant,"Food, Restaurant & Beverage",Upwork,https://www.upwork.com/nx/search/jobs/?q=Menu%20Design%20for%20Restaurant,express|layout,6,express,confirm
1136,express,Menu Design for Totea Bubble Tea,"Food, Restaurant & Beverage",Upwork,https://www.upwork.com/nx/search/jobs/?q=Menu%20Design%20for%20Totea%20Bubble%20Tea,express|layout,6,express,confirm
1137,express,Menu Design for a Brew cafe,"Food, Restaurant & Beverage",Upwork,https://www.upwork.com/nx/search/jobs/?q=Menu%20Design%20for%20a%20Brew%20cafe,express|layout,7,express,confirm
1138,express,Menu Replication,"Food, Restaurant & Beverage",Upwork,https://www.upwork.com/nx/search/jobs/?q=Menu%20Replication,layout|express,6,express,confirm
1139,express,Menu editing,"Food, Restaurant & Beverage",Upwork,https://www.upwork.com/nx/search/jobs/,express|layout,4,express,confirm
1141,express,Meta Ad Creative Designer Needed (Restaurant Campaign) – 12 Static Ad Mockups Needed Within 24 Hours,"Food, Restaurant & Beverage",Upwork,https://www.upwork.com/nx/search/jobs/?q=Meta%20Ad%20Creative%20Designer%20Needed%20(Restaurant%20Campaign)%20–,express|datamerge|photo|layout,13,express,confirm
1142,express,Meta Ads & Customer Acquisition Specialist for Restaurant Brand,"Food, Restaurant & Beverage",Upwork,https://www.upwork.com/nx/search/jobs/?q=Meta%20Ads%20&%20Customer%20Acquisition%20Specialist%20for%20Restauran,express|photo,8,express,confirm
1143,express,Mid-Sized In-Room Card Design,"Food, Restaurant & Beverage",Upwork,https://www.upwork.com/nx/search/jobs/?q=Mid-Sized%20In-Room%20Card%20Design,express|photo,6,express,confirm
1145,express,Modern Bright Colored Menu Design,"Food, Restaurant & Beverage",Freelancer.com,https://www.freelancer.com/projects/illustration/Modern-Bright-Colored-Menu-Design,express|layout,6,express,confirm
1153,express,Ongoing graphic design ninja for small agency,"Food, Restaurant & Beverage",Upwork,https://www.upwork.com/nx/search/jobs/?q=Ongoing%20graphic%20design%20ninja%20for%20small%20agency,express|layout|photo,9,express,confirm
1159,express,Packaging Designer for Bourbon Brand,"Food, Restaurant & Beverage",Upwork,https://www.upwork.com/nx/search/jobs/?q=Packaging%20Designer%20for%20Bourbon%20Brand,express|datamerge|layout|photo,12,express,confirm
1168,express,Portugalia Menu,"Food, Restaurant & Beverage",Upwork,https://www.upwork.com/nx/search/jobs/?q=Portugalia%20Menu,express|datamerge|layout,9,express,confirm
1169,express,"Pre-Workout Supplement Label Designer — Dark, Premium, Clinical Aesthetic","Food, Restaurant & Beverage",Upwork,"https://www.upwork.com/nx/search/jobs/?q=Pre-Workout%20Supplement%20Label%20Designer%20—%20Dark,%20Premium,%20C",express|layout|photo,9,express,confirm
1171,express,Premium Investor Pitch Deck + One-Page Brief for FanStreak,"Food, Restaurant & Beverage",Freelancer.com,https://www.freelancer.com/projects/pitch-deck-writing/Premium-Investor-Pitch-Deck-One,express|layout|photo,14,express,confirm
1180,express,Pub Menu Design,"Food, Restaurant & Beverage",Upwork,https://www.upwork.com/nx/search/jobs/?q=Pub%20Menu%20Design,express|layout,5,express,confirm
1184,express,Restaurant Brand Manual Redesign,"Food, Restaurant & Beverage",Freelancer.com,https://www.freelancer.com/projects/brand-management/Restaurant-Brand-Manual-Redesign,express|layout,8,express,confirm
1186,express,Restaurant Menu,"Food, Restaurant & Beverage",Freelancer.com,https://www.freelancer.com/projects/menu-design/Restaurant-Menu-40480887,express|layout,6,express,confirm
1187,express,Restaurant Menu Design,"Food, Restaurant & Beverage",Freelancer.com,https://www.freelancer.com/projects/menu-design/Restaurant-Menu-Design-40480137,express|layout,5,express,confirm
1188,express,Restaurant Menu Design,"Food, Restaurant & Beverage",Upwork,https://www.upwork.com/nx/search/jobs/?q=Restaurant%20Menu%20Design,express|layout,5,express,confirm
1189,express,Restaurant Menu Redesign,"Food, Restaurant & Beverage",Upwork,https://www.upwork.com/nx/search/jobs/?q=Restaurant%20Menu%20Redesign,express|layout,6,express,confirm
1193,express,Restaurant Poster Design,"Food, Restaurant & Beverage",Upwork,https://www.upwork.com/nx/search/jobs/?q=Restaurant%20Poster%20Design,express|layout,5,express,confirm
1196,express,Seafood Business Branding Graphics,"Food, Restaurant & Beverage",Freelancer.com,https://www.freelancer.com/projects/social-media-marketing/Seafood-Business-Branding-Graphics,express|layout|photo,11,express,confirm
1202,express,Sleek Digital Menu Design,"Food, Restaurant & Beverage",Freelancer.com,https://www.freelancer.com/projects/digital-design/Sleek-Digital-Menu-Design,express|layout,6,express,confirm
1203,express,Social Media Content Pro Needed for Restaurant Business,"Food, Restaurant & Beverage",Upwork,https://www.upwork.com/nx/search/jobs/?q=Social%20Media%20Content%20Pro%20Needed%20for%20Restaurant%20Business,express|photo,8,express,confirm
1204,express,Social Media Graphic Designer + Content Strategist,"Food, Restaurant & Beverage",Upwork,https://www.upwork.com/nx/search/jobs/?q=Social%20Media%20Graphic%20Designer%20+%20Content%20Strategist,express|photo,8,express,confirm
1206,express,Social media design,"Food, Restaurant & Beverage",Upwork,https://www.upwork.com/nx/search/jobs/?q=Social%20media%20design,express|photo,8,express,confirm
1209,express,TV Menu design,"Food, Restaurant & Beverage",Upwork,https://www.upwork.com/nx/search/jobs/?q=TV%20Menu%20design,express|layout,7,express,confirm
1210,express,Traditional Japanese Ramen Poster,"Food, Restaurant & Beverage",Freelancer.com,https://www.freelancer.com/projects/graphic-design/Traditional-Japanese-Ramen-Poster,express|photo|stock,7,no,under_claim
1211,express,Tri Fold Menu Design,"Food, Restaurant & Beverage",Upwork,https://www.upwork.com/nx/search/jobs/?q=Tri%20Fold%20Menu%20Design,express|layout,6,express,confirm
1212,express,Tri-Fold Menu Design for Traditional Pub,"Food, Restaurant & Beverage",Freelancer.com,https://www.freelancer.com/projects/canva/Tri-Fold-Menu-Design-for,express|layout,6,express,confirm
1221,express,Urgent Canva Menu Designer Needed – Restaurant Menu Design & Template Customization,"Food, Restaurant & Beverage",Upwork,https://www.upwork.com/nx/search/jobs/,express|layout,6,express,confirm
1223,express,Urgent Menu design and arrangement,"Food, Restaurant & Beverage",Upwork,https://www.upwork.com/nx/search/jobs/?q=Urgent%20Menu%20design%20and%20arrangement,express|layout,6,express,confirm
1237,express,YouTube Thumbnail Designer for High CTR Thumbnails,General / Cross-Industry Branding & Graphics,PeoplePerHour,https://www.peopleperhour.com/freelance-jobs/youtube-thumbnail-designer-for-high-ctr-thumbnails-4499110,express|photo,5,express,confirm
1239,express,16-Page Brochure Design for Sales Teams,General / Cross-Industry Branding & Graphics,Upwork,https://www.upwork.com/nx/search/jobs/?q=16-Page%20Brochure%20Design%20for%20Sales%20Teams,express|layout,10,express,confirm
1240,express,200 Modern Corporate Card Designs,General / Cross-Industry Branding & Graphics,Freelancer.com,https://www.freelancer.com/projects/adobe-illustrator/Modern-Corporate-Card-Designs,express|layout|datamerge,14,express,confirm
1241,express,2027 Calendar US Letter size,General / Cross-Industry Branding & Graphics,Upwork,https://www.upwork.com/nx/search/jobs/?q=2027%20Calendar%20US%20Letter%20size,layout|express,8,express,confirm
1247,express,A4 Brochure Design Assistance,General / Cross-Industry Branding & Graphics,Upwork,https://www.upwork.com/nx/search/jobs/?q=A4%20Brochure%20Design%20Assistance,express|layout,6,express,confirm
1255,express,Alpha Standard Graphic Tee Designs,General / Cross-Industry Branding & Graphics,Upwork,https://www.upwork.com/nx/search/jobs/?q=Alpha%20Standard%20Graphic%20Tee%20Designs,photo|express,5,no,under_claim
1262,express,Banner Design Rework,General / Cross-Industry Branding & Graphics,Upwork,https://www.upwork.com/nx/search/jobs/?q=Banner%20Design%20Rework,express|photo,6,express,confirm
1267,express,Book Layout Artist for Instructional Book,General / Cross-Industry Branding & Graphics,Upwork,https://www.upwork.com/nx/search/jobs/?q=Book%20Layout%20Artist%20for%20Instructional%20Book,layout|express|photo,13,express,confirm
1268,express,Book and Oracle Deck Layout Refinement,General / Cross-Industry Branding & Graphics,Freelancer.com,https://www.freelancer.com/projects/adobe-creative-cloud/Book-Oracle-Deck-Layout-Refinement,layout|express|photo,9,express,confirm
1285,express,Brand-Aligned PowerPoint Deck Design,General / Cross-Industry Branding & Graphics,Freelancer.com,https://www.freelancer.com/projects/branding/Brand-Aligned-PowerPoint-Deck-Design,express|layout,10,express,confirm
1286,express,Brochure Creation from Ebook,General / Cross-Industry Branding & Graphics,Upwork,https://www.upwork.com/nx/search/jobs/?q=Brochure%20Creation%20from%20Ebook,express|layout,7,express,confirm
1287,express,Brochure Design Needed for Business,General / Cross-Industry Branding & Graphics,Upwork,https://www.upwork.com/nx/search/jobs/?q=Brochure%20Design%20Needed%20for%20Business,express|layout,6,express,confirm
1288,express,Brochure Design for Marketing,General / Cross-Industry Branding & Graphics,Upwork,https://www.upwork.com/nx/search/jobs/?q=Brochure%20Design%20for%20Marketing,express|layout,6,express,confirm
1289,express,Brochure Design for Marketing Materials,General / Cross-Industry Branding & Graphics,Upwork,https://www.upwork.com/nx/search/jobs/?q=Brochure%20Design%20for%20Marketing%20Materials,express|layout,6,express,confirm
1290,express,Brochure Design on Canva,General / Cross-Industry Branding & Graphics,Upwork,https://www.upwork.com/nx/search/jobs/?q=Brochure%20Design%20on%20Canva,express|layout,6,express,confirm
1291,express,Brochure Design or Company Profile,General / Cross-Industry Branding & Graphics,Upwork,https://www.upwork.com/nx/search/jobs/?q=Brochure%20Design%20or%20Company%20Profile,express|layout,6,express,confirm
1292,express,Brochure Update for Marketing,General / Cross-Industry Branding & Graphics,Upwork,https://www.upwork.com/nx/search/jobs/?q=Brochure%20Update%20for%20Marketing,express|layout,5,express,confirm
1293,express,Brochure and Business Card Design,General / Cross-Industry Branding & Graphics,Upwork,https://www.upwork.com/nx/search/jobs/?q=Brochure%20and%20Business%20Card%20Design,express|layout,6,express,confirm
1295,express,Brochure or Company Profile Design,General / Cross-Industry Branding & Graphics,Upwork,https://www.upwork.com/nx/search/jobs/?q=Brochure%20or%20Company%20Profile%20Design,express|layout,5,express,confirm
1296,express,Build design for printed advertising,General / Cross-Industry Branding & Graphics,Upwork,https://www.upwork.com/nx/search/jobs/?q=Build%20design%20for%20printed%20advertising,express|photo|layout,7,express,confirm
