family,category,task_type,title,feasibility,note,source,date,vertical,url,mcp_workflow,input_assets,brief
Express Template Design,Brochures,Tri-fold brochure — job/machine shop (industrial),Tri Fold Brochure for Job shop Machine Shop,template,fill_text changes copy only; template can't match exact brand font/colour/grid and can't output native .indd/.ai editable source — a human in Express/InDesign finalises styling and bleed.,upwork,,"Automotive, Industrial & Agriculture",https://www.upwork.com/nx/search/jobs/?q=Tri%20Fold%20Brochure%20for%20Job%20shop%20Machine%20Shop,"asset_add_file (client logo + photos + copy doc) -> search_design (Express brochure template matching fold/page-count) -> fill_text (headlines, body copy, services, contact) -> asset_preview_file -> document_convert_pdf (export print PDF)","Logo + branding elements (professional/industrial) | Copy: business description, services, USPs — client to provide | Shop/machining photos | Contact information | Deliverable: tri-fold brochure — confirm size + print vs digital","Tri-Fold Brochure Design Project goal To design an informative tri-fold brochure that effectively showcases the job shop machining business to customers. Brand Guidelines Professional, industrial, and precise, reflecting the technical expertise of the machining business. Scope of work - Design a tri-fold brochure - Incorporate business descriptions and services - Include contact information and branding elements Additional information - Consider highlighting unique selling propositions of the machining business. Brochure purpose Corporate Timeline As soon as possible"
Express Template Design,Brochures,Corporate company-profile redesign (Arabic + English),Corporate Company Profile Redesign,partial,"Multi-page bilingual (RTL Arabic) profile with custom infographics and editable source exceeds Express template fill; a human builds the bilingual layout, data-viz and source files. Connector assists with template fill + PDF.",upwork,,General / Cross-Industry Branding & Graphics,https://www.upwork.com/nx/search/jobs/?q=Corporate%20Company%20Profile%20Redesign,"asset_add_file (current profile, brand assets, AR + EN copy) -> search_design (Express multi-page company-profile/brochure template) -> fill_text (EN sections; AR sections) -> asset_preview_file -> document_convert_pdf",Current company profile (to share after discussion) | Brand/visual identity assets | Content in Arabic AND English (bilingual/RTL support) | Infographics + statistics data to visualise | Services & products copy | Deliverable: redesigned profile + editable source files,We are looking to redesign and modernize our corporate company profile for a Saudi technology company. The goal is to create a premium and modern profile suitable for enterprise and government clients. Scope includes: Improving overall layout and visual identity Redesigning pages professionally Infographics and statistics visualization Services & products presentation Arabic & English support Delivering editable source files The content is mostly ready and we can share the current profile after discussion. Please share: Similar work samples Estimated timeline Your quotation for the project
Express Template Design,Presentations,"61-slide company-profile redesign (premium, enterprise/government)",Corporate Company Profile Redesign,partial,"61 slides with bespoke infographics, case-study layouts and editable source far exceed template fill — a human designs the deck and data-viz. Connector assists with template fill + PDF.",upwork,,General / Cross-Industry Branding & Graphics,https://www.upwork.com/nx/search/jobs/?q=Corporate%20Company%20Profile%20Redesign,"asset_add_file (current 61-slide profile, brand assets, content) -> search_design (Express presentation/company-profile template) -> fill_text (overview, services, stats, case-study copy) -> asset_preview_file -> document_convert_pdf","Current 61-slide company profile (to attach) | Branding direction/assets | Sections: company overview, services & products, statistics & achievements, case studies | Infographics + visual-enhancement data | Deliverable: redesigned 61-slide profile + editable source files","We already have the content and branding direction, but we need a modern, premium, and highly professional design suitable for enterprise and government clients. The profile includes: 61-slide Company overview Services & products Statistics & achievements Case studies Infographics and visual enhancements The current company profile will be attached. Please include: Similar work samples Estimated timeline Pricing for the full redesign project"
Express Template Design,Presentations,20-30 slide corporate PowerPoint deck,Microsoft PowerPoint Presentation Expert Needed,partial,Client requires an editable native .PPTX with infographics/charts; the connector can't author PPTX objects or build the data-viz — a human delivers the editable deck. Connector can prototype layouts via template + export PDF.,upwork,,"Finance, Crypto & Professional Services",https://www.upwork.com/nx/search/jobs/?q=Microsoft%20PowerPoint%20Presentation%20Expert%20Needed,"asset_add_file (brand assets, content, data) -> search_design (Express presentation template) -> fill_text (slide copy) -> asset_preview_file -> document_convert_pdf","Brand assets (logo, colours, fonts) | Content/copy for 20-30 slides | Data for infographics/charts — client to provide values | Deliverable: editable PowerPoint (.PPTX)","We are looking for a highly skilled and experienced Microsoft PowerPoint freelancer to create a professional, visually engaging, and corporate-level presentation. Requirements: Design 20–30 PowerPoint slides Strong experience in creating corporate presentations Ability to create clean, modern, and high-end PPT designs Expertise in layouts, infographics, charts, visual storytelling, and presentation consistency Final deliverable must be provided in editable PowerPoint (.PPTX) format Must have previous experience working with corporate PPTs, pitch decks, company profiles, business presentations, or executive reports Good communication and ability to meet deadlines To Apply: ⚠️ Please write “Microsoft PowerPoint” at the top of your proposal. ⚠️ Attach your portfolio or previous relevant presentation work. ⚠️ Applications without the required keyword and portfolio will NOT be considered. We are looking for someone who can deliver premium-quality presentation designs with strong attention to detail. Please share examples of similar work completed in the past along with your proposal."
Express Template Design,Presentations,Keynote-style healthcare conference deck (10-12 slides),PowerPoint / Keynote Designer Needed – Healthcare Conference Presentation (Urgent),partial,"Express fills the deck on a template and exports PDF, but the bespoke 'TED/Apple-keynote' modern diagrams and visual storytelling — and any editable PowerPoint/Keynote source — need a human designer.",upwork,,Cannabis & Dispensary,https://www.upwork.com/nx/search/jobs/?q=PowerPoint%20/%20Keynote%20Designer%20Needed%20–%20Healthcare%20Confer,"asset_add_file (product photos, logos, structure, speaker notes) -> search_design (Express presentation/keynote template, clean/minimal) -> fill_text (titles, key messages, slide flow) -> asset_preview_file -> document_convert_pdf (deck PDF)","Presentation structure + key messaging + slide flow (provided) | Presentation title + speaker-notes direction | Product photos + logos | Style: Apple-keynote/TED, Scandinavian minimal, dark-blue/white healthcare palette, few words, strong visuals | Deliverable: ~10-12 slide conference deck; first draft ~24h","Healthcare Conference Presentation Design – Urgent We are preparing a keynote-style presentation for the IHEEM NI 2026 healthcare engineering conference in Belfast and are looking for an experienced presentation designer who can help elevate the visual quality of the presentation very quickly. IMPORTANT: This is NOT a sales presentation or corporate product brochure. The presentation should feel: educational premium modern thought leadership driven healthcare engineering focused We already have: the presentation structure key messaging slide flow presentation title speaker notes direction product photos and logos We need help with: visual identity professional PowerPoint slide design clean layouts modern diagrams / visual storytelling creating a visually strong conference presentation The presentation is approximately 10–12 slides and will be presented at IHEEM NI 2026 in Belfast to healthcare engineering, estates and infection prevention professionals. STYLE DIRECTION: We are looking for a clean and modern visual style. Think: Apple keynote TED Talk premium healthcare engineering Scandinavian minimalism NOT: flashy marketing slides busy corporate templates stock-photo heavy designs The slides should use: few words strong visuals clean typography dark blue / white healthcare palette calm and professional layouts VERY IMPORTANT: We have an extremely tight timeline. We need: rapid communication fast turnaround first visual draft within approx. 24 hours Final presentation deadline: Wednesday 13 May 2026 Please include: examples of conference/keynote presentations healthcare or medtech work if available confirmation you can work under a tight deadline We already have a strong story and content direction - the primary need is premium visual execution and professional slide design. Please focus on visual storytelling and layout rather than rewriting content the enclosed presentation is for backgroun/context only. We do NOT want to continue the old visual style The presentation is expected to be approximately 10 - 12 slides"
Express Template Design,Brochures,Real-estate flyers & brochures (ongoing) — representative brochure,Graphic Designer Needed for Real Estate Flyers & Brochures,template,fill_text changes copy only; template can't match exact brand font/colour/grid and can't output native .indd/.ai editable source — a human in Express/InDesign finalises styling and bleed.,upwork,,"Real Estate, Construction & Property",https://www.upwork.com/nx/search/jobs/?q=Graphic%20Designer%20Needed%20for%20Real%20Estate%20Flyers%20&%20Broch,"asset_add_file (client logo + photos + copy doc) -> search_design (Express brochure template matching fold/page-count) -> fill_text (headlines, body copy, services, contact) -> asset_preview_file -> document_convert_pdf (export print PDF)","Property photos + listing details per piece | Brokerage logo + branding | Copy/content | Deliverables: real-estate flyers, brochures, presentations — modern/clean, print-ready | Ongoing collaboration (price per brochure)","We are looking for a creative and reliable graphic designer to create professional real estate flyers, brochures, and marketing materials. What we need: Modern and clean real estate designs Flyers, brochures, presentations, and promotional material Strong typography and layout skills Fast communication and attention to detail Experience with Adobe InDesign, Photoshop, and Illustrator Requirements: Previous experience in real estate design Portfolio with similar work Ability to deliver print-ready files Fluent English communication This is an ongoing collaboration for the right designer. Please send: Portfolio Your hourly rate or fixed pricing Estimated turnaround time for a brochure design"
Express Template Design,Brochures,Revise & restyle 40-page real-estate brochure,Real Estate Brochure Design Enhancement,partial,"40-page restyle exceeds template fill, and the brief includes bespoke logo design plus exact colour/font restyling Express can't do — a human handles the logo and multi-page Illustrator restyle. Connector assists with template fill + PDF.",upwork,,"Real Estate, Construction & Property",https://www.upwork.com/nx/search/jobs/?q=Real%20Estate%20Brochure%20Design%20Enhancement,asset_add_file (40-page brochure source + brand assets) -> search_design (Express brochure template for new look) -> fill_text (updated copy) -> asset_preview_file -> document_convert_pdf,Existing 40-page real-estate brochure (Illustrator source) | New colour scheme + updated fonts | Logo(s) to design (note: bespoke logo design) | Deliverable: visually elevated 40-page brochure,"Seeking a skilled designer to revise and elevate a 40-page real estate brochure using Illustrator. Responsibilities include designing logos, changing the color scheme, and updating fonts to enhance the overall design. The ideal candidate will have experience in graphic design and a keen eye for detail to ensure the brochure is visually appealing and effective."
InDesign & Documents,InDesign Layout & Data-Merge,Bi-annual product catalogue (InDesign) — ongoing,Catalog InDesign Graphic Designer Needed,partial,Catalogue suits InDesign data-merge but needs a client-supplied .indd master; a human builds the catalogue layout/grid. Connector merges product data and exports the PDF.,upwork,,General / Cross-Industry Branding & Graphics,https://www.upwork.com/nx/search/jobs/?q=Catalog%20InDesign%20Graphic%20Designer%20Needed,"asset_add_file (product photos, SKU/specs CSV, brand assets) -> [client-supplied .indd catalogue template] document_merge_data_layout (merge product records) -> document_render_layout (export print PDF)","Product photography | Product data: SKUs, specs, prices (CSV) | Brand assets (logo, colours, fonts) | Deliverable: bi-annual product catalogue, print-ready — confirm page count/trim size | Ongoing/recurring engagement",**Job Description: Catalog Graphic Designer and Production Artist** We are currently seeking a highly skilled Graphic Designer with demonstrated expertise in Adobe InDesign to develop visually compelling catalogs for our bi-annual publications. The ideal candidate will possess a strong portfolio that highlights their capability to design layouts that are not only aesthetically pleasing but also functional. We are looking for the candidate to have a consistent and dependable availability for communication and follow through. Expectations are centered around timelines and deliveries being met for every step of the catalog process. Attention to detail and the ability to collaborate effectively with our team are essential attributes for this role. Candidates with previous experience in the creation of product catalogs and a discerning eye for design are encouraged to apply. We kindly request that you submit relevant samples of your work along with your application.
Express Template Design,Brochures,Print collateral (ongoing) — representative brochure/sales-sheet,"Print Design Specialist (Books, Marketing Collateral & Event Graphics)",partial,"Connector covers single-page brochures/flyers/sales-sheets via template + PDF, but book interior/cover layouts (KDP/IngramSpark), large-format booth/backdrop design and CMYK pre-press need a human; this is a recurring multi-discipline role.",upwork,,"Music, Film, Publishing & Media","https://www.upwork.com/nx/search/jobs/?q=Print%20Design%20Specialist%20(Books,%20Marketing%20Collateral%20&%20E","asset_add_file (brand assets, copy, photos) -> search_design (Express brochure / sales-sheet / banner template) -> fill_text (copy) -> asset_preview_file -> document_convert_pdf (print PDF, bleed/CMYK)","Brand guidelines + assets per brand | Copy/content per piece | Photos | Project mix: book formatting, book covers, one-pagers/sales sheets, brochures/flyers, booth designs, trade-show backdrops/banners | Deliverables: print-ready files (bleeds, margins, CMYK)","We’re looking for a reliable and creative Print Design Specialist to help us with ongoing design work for multiple brands and businesses. This is a long-term opportunity for someone who understands both good design and proper print production setup. We need someone who can create clean, modern, and professional designs while also preparing files correctly for print. Projects Include: Book formatting (interior layouts for print & digital) Book cover design One-pagers / sales sheets Brochures & flyers Company booth designs Trade show backdrops & banners Marketing collateral and branded print materials What We’re Looking For: Strong experience in print design Good understanding of typography and layout Experience preparing print-ready files (bleeds, margins, CMYK, etc.) Ability to follow branding guidelines Creative but professional design style Good communication and responsiveness Adobe InDesign, Illustrator, and Photoshop proficiency Bonus If You Have: Experience with Amazon KDP / IngramSpark formatting Packaging or large-format print experience Trade show or event branding experience To Apply: Please send: A few relevant samples of your work Your favorite print project you’ve worked on Your availability and turnaround time We’re looking for someone dependable who can become a go-to designer for recurring projects."
Express Template Design,Social Media Graphics,"Multi-platform social pack — posts, stories, banners, carousels (IG/FB/LinkedIn)",Social Media Graphic Designer,template,fill_text swaps copy only; exact brand font/colour/layout aren't editable via the connector — a human in Express finishes brand-precise styling.,upwork,,"Technology, SaaS & Startups",https://www.upwork.com/nx/search/jobs/?q=Social%20Media%20Graphic%20Designer,"search_design (Express social template, fillDescription=client copy) -> fill_text (headline/body) -> asset_add_file (brand logo + product/lifestyle photos) -> image_crop_and_resize (per-platform sizes) -> asset_preview_file","Client brand kit: logo files + brand colours/fonts (confirm — not stated) | Per-post copy/captions and any promo offer text | Product/business photos to place | Target platforms: Instagram, Facebook, LinkedIn (+ sizes: 1080x1080 feed, 1080x1920 story) | Which formats per batch: post / story / banner / carousel","Social Media Graphic Designer (Ongoing Role) We are looking for a skilled and creative Social Media Graphic Designer to produce professional graphics for client businesses. Role: Design high-quality social media graphics including posts, stories, banners, promotional visuals, and carousels. Create consistent, on-brand content tailored for Instagram, Facebook, LinkedIn, and other platforms. Requirements: Strong proficiency in Adobe Photoshop and Adobe Illustrator Proven experience creating professional social media graphics Excellent understanding of design principles and current social media trends Ability to work quickly and deliver high-quality work to deadlines This is an ongoing freelance/contract position with regular work across multiple businesses. If interested, please send your portfolio and rates. I would like to do a trial before we commit."
Express Template Design,Social Media Graphics,Branded social-post templates + client-facing document templates,Graphic Designer,template,Website build and any bespoke logo mark are out of scope; connector delivers social-post and document templates with client copy filled in. fill_text changes copy only.,upwork,,"Technology, SaaS & Startups",https://www.upwork.com/nx/search/jobs/?q=Graphic%20Designer,"search_design (Express social template, fillDescription=client copy) -> fill_text (headline/body) -> asset_add_file (brand logo + product/lifestyle photos) -> image_crop_and_resize (per-platform sizes) -> asset_preview_file",Brand colour palette + typography guidelines (client to supply / confirm) | Existing logo files | Copy for each social post | Document templates needed (internal vs client-facing) and their content | Note: website design and a new logo mark are out of connector scope — social/doc templates only,"Our business needs a versatile graphic designer who can handle website design, create logos, create engaging social media posts, and support our branding efforts. We want someone who can deliver creative solutions across multiple platforms and help elevate our visual identity. If you have experience in these areas and a strong portfolio to showcase, please get in touch. Deliverables: – Website design layouts and assets – Branded social media post templates and graphics – Visual branding elements (logo, color palette, typography guidelines) -Create templates for internal documents or for client facing documents"
Express Template Design,Ads & Marketing,Marketing creative set — social posts + display/Google Ads sizes (multiple variations),Graphic Designer | Corporate Design,template,Template fill handles copy/CTA and resizing; precise brand-font/colour fidelity and conversion-tuned bespoke layouts need a human in Express. fill_text is copy-only.,upwork,,"Technology, SaaS & Startups",https://www.upwork.com/nx/search/jobs/?q=Graphic%20Designer%20|%20Corporate%20Design,search_design (Express social-post + display-ad templates) -> fill_text (Flow Keeping copy/CTA) -> asset_add_file (Flow Keeping logo + product imagery) -> image_crop_and_resize (Google Display + social placement sizes) -> asset_preview_file,"Flow Keeping brand assets: logo, colours, fonts (clean/modern/trustworthy direction) | Written copy + CTAs per creative (from their briefs) | Imagery to use (provided) | Output sizes: social post sizes + Google Ads display sizes (300x250, 728x90, 160x600 etc — confirm set) | Number of variations per concept for A/B testing","Flow Keeping is looking for a reliable freelance graphic designer to support the creation of branded marketing assets for our funnel, Google Ads campaigns, social media content, landing pages, and ongoing digital marketing needs. We are building out a full marketing system and need someone who can help us create high-quality visuals that are clean, modern, polished, and aligned with our brand. This role is ideal for a designer who understands how to design for marketing performance, not just aesthetics. The right person should be able to take direction, work from existing brand assets, follow creative briefs, and produce designs that feel consistent across multiple channels. We need someone who can move quickly, communicate clearly, and help us get a strong volume of useful creative without exceeding the budget. This will begin as a part-time role with a maximum of 20 hours per week. If the working relationship is successful, this may become an ongoing role for future campaigns, content launches, ad creative, and brand development. About Flow Keeping Flow Keeping helps customers better understand and manage their water usage through smart, practical, and easy-to-understand solutions. Our brand needs to feel trustworthy, modern, helpful, clean, and professional. The design style should support a business that is building credibility, educating customers, and converting visitors through paid ads, organic social content, landing pages, and funnel-based marketing assets. Main Responsibilities Create polished, professional marketing graphics for Flow Keeping. Design assets that support our funnel, Google Ads campaigns, and social media content. Work from creative briefs, written content, examples, and brand direction. Create multiple design variations when needed for testing. Keep all creative consistent with the Flow Keeping brand. Organize final files clearly so they can be used by our marketing team. Deliver editable source files when requested. Communicate clearly about timelines, design questions, and project needs. Use time efficiently and stay within the approved weekly hour limit. Ideal Candidate The ideal designer should have experience with: Graphic design for digital marketing Social media design Google Ads or paid ad creative Landing page graphics Brand-consistent design systems Canva, Adobe Illustrator, Photoshop, Figma, or similar tools Creating templates for ongoing marketing use Designing for conversions, not only visual appeal Working with small businesses or startups with limited budgets We are especially interested in designers who can create clean, modern, trustworthy visuals without making the brand feel too generic, overly corporate, or cluttered. Design Style We Are Looking For The creative should feel: Clean Modern Trustworthy Professional Easy to understand Conversion-focused Organized Approachable Consistent with the Flow Keeping brand Weekly Workflow We expect the designer to work up to 20 hours per week. Each week may include a combination of: Social media graphics Ad creative Funnel graphics Revisions to existing designs Template development Campaign-specific creative Brand asset cleanup We will prioritize the most important assets first so the budget is used wisely. Budget and Time Management Because our marketing budget is already stretched, we need a designer who is comfortable working within clear priorities and time limits. We are not looking for someone who spends excessive time on unnecessary design exploration. We need someone who can understand the direction, create strong work efficiently, and help us produce the assets needed to support active marketing campaigns. To keep the project manageable, we will: Limit work to 20 hours per week Assign tasks by priority Start with the most urgent funnel, ad, and social assets Approve larger batches of work before additional hours are used Focus on reusable templates wherever possible Avoid unnecessary redesigns unless they directly improve performance or brand consistency Required Skills Graphic Design Digital Marketing Design Social Media Design Ad Creative Design Canva Adobe Photoshop Adobe Illustrator Figma Brand Design Marketing Funnel Design Layout Design Template Design Not Required but a plus Skills Experience designing Google Ads creative Experience with conversion-focused design Experience with startup or small business marketing Experience creating design systems or reusable templates Experience designing for home services, utilities, SaaS, smart technology, or consumer products Basic understanding of marketing funnels Basic understanding of paid ad creative testing Deliverables Depending on the project, deliverables may include: PNG files JPG files PDF files Editable Canva files Adobe source files Figma files Organized folders of completed creative Multiple size variations for ad placements Social media post sizes Google Ads display sizes Reusable branded templates Application Requirements Please include the following in your proposal: A short introduction explaining why you are a good fit for this role. A link to your portfolio. Examples of social media graphics, ad creative, or funnel-related design work. Your hourly rate. The design tools you prefer to use. Your availability each week. A brief explanation of how you manage design work efficiently when a client has a limited budget."
Express Template Design,Flyers & Posters,Single short deliverable — one-page flyer OR social graphic (student brief),Graphic Designer for Small Logo / Graphic / Flyer Design (Short Project),template,If the student picks a bespoke logo MARK that's out of scope; a flyer/poster or social graphic via template is fine. fill_text edits copy only.,upwork,,Education & Children,https://www.upwork.com/nx/search/jobs/?q=Graphic%20Designer%20for%20Small%20Logo%20/%20Graphic%20/%20Flyer%20De,search_design (Express flyer/poster OR social template per student choice) -> fill_text (student copy) -> asset_add_file (any supplied logo/photo) -> asset_preview_file,"Student's chosen deliverable type (flyer/poster or social graphic — confirm; logo option would be wordmark-only) | The copy/details to typeset (event/topic, name, contact) | Any logo or photo the student supplies | Output: one-page flyer or single social post; deliver v1 + 1 revision","We are seeking freelance graphic designers to collaborate with individual clients (students) on short, paid design tasks. This project is part of a university learning activity in which students prepare a design brief and work collaboratively with a designer to complete a real design deliverable. Each designer will be paired with one student client. Project Scope: • Deliver one completed design based on the student’s choice — choose only one of the following options: a) A simple logo or brand mark b) A social media graphic and caption c) A one-page flyer or poster • Provide an initial version and one revision based on feedback • Communicate with the client to clarify requirements Work Requirements: • Total expected effort: up to 2 hours, including communication • Communication may occur via Upwork Messages or short calls • Deliverables should be completed within the project window Required Feedback (Important for the Project): • After completing the design task, you will be required to complete a short feedback survey about your experience collaborating with the student client and working through the task. • Your feedback will not be shared individually; it will be used only in anonymized, aggregate form to support student learning and help inform improvements in the educational program. • Completing this survey is a required part of the task and therefore included in the project’s fixed price. Payment & Duration: • Fixed-price: USD 25 per project (covers design effort and required feedback survey) • Project duration: 1 March – 15 April • Work should be completed within this timeframe Who Should Apply: • Graphic designers experienced with small design tasks • Clear communication via Upwork Messages • Ability to meet the expected delivery timeline"
InDesign & Documents,InDesign Layout & Data-Merge,Political direct-mail pieces (4x6 to 11x17) + occasional flyers/social,Graphic Designer,template,"Express/data-merge handles layout fill + print export; bespoke from-scratch mail-piece art direction per concept memo needs a human. Connector fills copy/images into a template, not invent the design.",upwork,,"Technology, SaaS & Startups",https://www.upwork.com/nx/search/jobs/?q=Graphic%20Designer,asset_add_file (client .indd/.idml mail template + recipient CSV if variable-data) -> document_merge_data_layout (merge copy/images -> per-piece PDFs) -> document_render_layout (print PDF) ; for flat pieces: search_design (Express postcard/flyer template) -> fill_text -> asset_preview_file,"Mail piece sizes needed (4x6, 6x9, 6x11, 11x17 — confirm per job) | Design concept memo + final approved copy per piece | Client-supplied .indd/.idml template OR Express postcard template if none | Recipient/variable-data CSV if personalised mail | Print spec: CMYK, bleed, 300 DPI (confirm with mail house)","I run a political direct mail firm (if it matters to you, we work with Democrats, but we don't care about your political persuasion). We need freelance graphic designers to add to our roster to help us design creative, compelling mail for our clients. We create mail across a range of sizes, from 4x6 to 11x17 generally. While mail is a majority of our work, we sometimes also make logos, brochures, flyers, or social media graphics. REQUIREMENTS: - Review design concept memos and create drafts of pieces for approval - Collaborate over Slack, Google Workspace, and in-house tracking software to ensure pieces are moved through an approvals process - We prioritize speed: if you can commit to owning a piece and turning around edits quickly, you'll rise quickly in our ranks - We are looking for per-piece flat rate prices"
Express Template Design,Ads & Marketing,Corporate marketing collateral + social graphics (real estate/investor),Graphic Designer (Ongoing Monthly Work),template,Social posts and single-page collateral are template-deliverable; bespoke multi-page brochures/pitch decks and brand-exact styling need a human. fill_text is copy-only.,upwork,,"Real Estate, Construction & Property",https://www.upwork.com/nx/search/jobs/?q=Graphic%20Designer%20(Ongoing%20Monthly%20Work),search_design (Express social + marketing-collateral templates) -> fill_text (deal/investor copy) -> asset_add_file (firm logo + property photos) -> image_crop_and_resize (per channel) -> asset_preview_file,"Firm brand assets: logo, colours, typography | Copy for each piece (deal highlights, investor messaging) | Property / project photography | Deliverable mix this month (social posts, one-pagers, ad creative) and sizes | Note: multi-page investor decks/brochures from scratch are out of template scope","I'm looking for a highly skilled freelance graphic designer to support a growing portfolio of design projects on an ongoing basis. This is not a one-off assignment. The right person will become a trusted creative partner and work directly with me across multiple projects each month. There is a significant amount of work in the pipeline, and this opportunity has the potential to grow into a long-term, high-value engagement for the right candidate. *** What I'm Looking For *** I am not looking for someone who simply follows instructions and executes revisions. I'm looking for a designer who can take ownership of projects from concept through completion. You should be able to think strategically, contribute creative ideas, identify potential issues before they become problems, and deliver polished, professional work with minimal hand-holding. Strong attention to detail, excellent communication skills, and the ability to work independently are critical. *** Types of Projects *** Projects may include: 1. Corporate brochures and company profiles 2. Investor presentations and pitch decks 3. Investment guides and educational resources 4. Marketing collateral 5. Digital advertising creative 6. Social media graphics 7. Trade show and event materials 8. Brand guideline documents 9. Website and landing page design assets 10. Other business and marketing-related design projects *** Preferred Experience *** While not required, preference will be given to candidates with experience working with: 1. Commercial real estate firms 2. Real estate developers 3. Investment firms 4. Financial services organizations 5. Professional services companies Experience designing materials intended for investors, executives, or high-net-worth audiences is a significant plus. *** Requirements *** 1. Strong portfolio showcasing professional business-focused design work 2. Ability to manage projects from initial concept through final delivery 3. Excellent visual design and layout skills 4. Strong understanding of branding and visual consistency 5. High level of responsiveness and communication 6. Ability to meet deadlines in a fast-paced environment 7. Proficiency with Adobe Creative Suite and/or Figma 8. Fluent written and spoken English *** To Apply *** Please include: 1. A link to your portfolio 2. Examples of your best corporate, investor, financial, or commercial real estate-related work 3. A brief description of your design process 4. Your availability and typical turnaround times 5. Why you believe you would be a good fit for a long-term working relationship I'm looking for quality, professionalism, responsiveness, and someone who takes pride in delivering exceptional work."
Express Template Design,Social Media Graphics,Instagram Stories + feed posts (brand-consistent),Graphic Designer,template,fill_text swaps copy only; exact brand font/colour/layout aren't editable via the connector — a human in Express finishes brand-precise styling.,upwork,,Education & Children,https://www.upwork.com/nx/search/jobs/?q=Graphic%20Designer,"search_design (Express social template, fillDescription=client copy) -> fill_text (headline/body) -> asset_add_file (brand logo + product/lifestyle photos) -> image_crop_and_resize (per-platform sizes) -> asset_preview_file","Brand identity assets: logo, colour palette, fonts (existing) | Copy/campaign messaging per story/post | Photos/graphics to include | Sizes: 1080x1920 stories + 1080x1080 feed | Asset library/templates to maintain for reuse","We're looking for a creative and detail-oriented Graphic Designer to join our team. In this role, you'll support our social media presence by designing eye-catching Instagram Stories and graphics that reflect our brand. This is a great opportunity for someone early in their design career who is eager to grow and make a visible impact. Responsibilities Design engaging Instagram Stories, posts, and other social media graphics Maintain consistent brand identity across all visual content Collaborate with the marketing team to bring campaign ideas to life Manage multiple design requests and meet deadlines in a fast-paced environment Organize and maintain a library of design assets and templates Qualifications Proficiency in Canva is required; experience with Adobe Creative Suite (Photoshop, Illustrator) is a plus A strong eye for layout, typography, and color Basic understanding of social media best practices and image sizing Ability to take creative direction and incorporate feedback A portfolio showcasing relevant design work (school projects, personal work, or freelance are all welcome)"
Express Template Design,Social Media Graphics,Mixed ad-hoc set — posters + social graphics (occasional presentations),Various graphic design jobs,template,Posters and social graphics fill from Express templates; PowerPoint decks and brand-exact styling are out of scope. fill_text edits copy only.,upwork,,General / Cross-Industry Branding & Graphics,https://www.upwork.com/nx/search/jobs/?q=Various%20graphic%20design%20jobs,search_design (Express poster OR social template per request) -> fill_text (client copy) -> asset_add_file (logo/photos) -> image_crop_and_resize (target size) -> asset_preview_file,Per-task deliverable type (poster vs social post) and size | Copy/details to typeset for each piece | Brand logo + any photos | Note: PowerPoint/presentation work is outside the connector's design path,I'm looking for ongoing graphic design work. It could be a poster today and a social media graphic tomorrow and many things in between. Bonus points if you work with PowerPoint as it will lead to ongoing work on that front. Some projects may require an hour of work and some may require several hours.
Express Template Design,Social Media Graphics,"Entry-level mix — social graphics, image edits, simple brochures",Beginner Graphic Design Projects,template,Social graphics + simple brochures via Express templates and photo edits via Photoshop tools are doable; brand-exact styling and complex multi-page layouts need a human. fill_text is copy-only.,upwork,,Video Editing & Motion Graphics,https://www.upwork.com/nx/search/jobs/?q=Beginner%20Graphic%20Design%20Projects,search_design (Express social/brochure template) -> fill_text (client copy) -> asset_add_file (photos) ; image edits: image_remove_background / image_adjust_* / image_crop_and_resize -> asset_preview_file,"Task type per request (social graphic, photo edit, or simple brochure) | Source images to edit (for the editing tasks) | Copy + any logo for the design tasks | Output sizes/formats per deliverable","I'm looking for entry-level freelancers to assist with various graphic design projects. Tasks may include creating social media graphics, editing images, and designing simple brochures. Ideal candidates should have basic knowledge of Adobe Photoshop and Illustrator. This is a great opportunity for beginners to gain experience and build their portfolio."
Express Template Design,Social Media Graphics,Educational social posts + carousels + story templates (science/tech),Creative Graphics Designer,template,Connector fills copy into Express carousel/story templates; building a bespoke reusable visual system and brand-exact typographic styling is a human job. fill_text edits copy only.,upwork,,Education & Children,https://www.upwork.com/nx/search/jobs/?q=Creative%20Graphics%20Designer,"search_design (Express social template, fillDescription=client copy) -> fill_text (headline/body) -> asset_add_file (brand logo + product/lifestyle photos) -> image_crop_and_resize (per-platform sizes) -> asset_preview_file","Existing brand system: colours, fonts, tone | Technical topic copy to turn into clean visuals | Carousel slide count + per-slide copy | Any diagrams/photos to place | Sizes: 1080x1080 carousel, 1080x1920 story","Summary Design social media posts, carousels, and story templates Create branded documents, one-pagers, and presentation visuals Build and maintain a visual system, templates, color usage, typography rules, so everything looks like it belongs together Turn complex, technical topics into clean, engaging visuals that don't feel like textbook pages What we're looking for: Strong portfolio showing brand consistency across multiple deliverables (not just one-off designs) Experience designing for education, science, or tech brands you know how to make smart content look good Eye for modern, minimal design, clean layouts, intentional use of whitespace, confident typography Comfortable working within an existing brand system (colors, fonts, tone) while bringing creative ideas to the table Fluent in Figma and Adobe Creative Suite Responsive and communicative , we move fast and iterate often"
